qoi	mean	sd	bulk_ess	tail_ess	split_rhat
sigma(time=28.6)	0.6213397243213514	0.11582925979287459	9672.88004159491	9719.39087474949	1.0000041974582048
sigma(time=29.4)	0.6533869113419504	0.1319188436506298	9731.498558789646	9599.488230337603	1.0001648995435832
sigma(time=30.2)	0.6865552121359891	0.14929904451499257	9512.9538226878	9482.446549360977	1.0000141235473514
sigma(time=31.0)	0.7192893609740838	0.16455580679420062	9239.462446980959	9559.05840990938	0.9999032608700944
sigma(time=31.2)	0.7271643659719834	0.16759062050587886	9189.906724822593	9558.930797428167	0.9999040091633239
sigma(time=32.0)	0.7562858517562623	0.175254731149137	9070.456475732437	9380.099001845027	0.9999471730156501
sigma(time=32.8)	0.7796543082002141	0.17492314205795179	9125.742594078996	9640.495395151489	0.9999584902775852
sigma(time=33.4)	0.79187115870637	0.16999753704537002	9276.039799405808	9373.07204463918	0.9999729724379035
sigma(time=33.8)	0.7969299247665816	0.1652639716263864	9409.915345668682	9329.870545086917	1.0000233388107354
sigma(time=34.4)	0.7992202259536823	0.1576156566764971	9591.327753404676	8290.730700640856	1.0000008544670487
sigma(time=34.8)	0.7968717568286715	0.15322247765971128	9624.402514150028	8424.376573985102	1.0000758797055038
sigma(time=35.2)	0.7911949397954415	0.1501268012895799	9567.279750018888	8402.371812804096	1.000183541054328
sigma(time=35.4)	0.7870626923579548	0.1491772729337294	9507.629246854658	8399.945870082456	1.0000731801457379
sigma(time=35.6)	0.7820517660583671	0.14863517386850053	9451.758630377393	8325.125933208108	0.9999780893149652
sigma(time=36.2)	0.7617204308701295	0.14903700482778365	9266.650566427263	8412.012266300399	0.9999146815696269
sigma(time=38.0)	0.6583294782343332	0.14853923109532402	9239.678028370317	8746.944305828563	0.9999519279299498
sigma(time=39.2)	0.5692762249247165	0.1333500010065231	9287.731947400469	9180.690400026517	0.9999657637693558
sigma(time=39.4)	0.5542974802380856	0.13002434891231676	9257.927589572073	9270.273557707658	0.9999633748305679
sigma(time=40.0)	0.5105840634929651	0.11983513913269832	9111.512711510364	9024.86318213528	0.9999562126928725
sigma(time=40.4)	0.48303672694561967	0.11335586448113988	8958.851783814294	8999.709531865672	0.9999486251963396
sigma(time=41.6)	0.4114452316801643	0.09793092636191458	7978.684783832374	8464.364208145658	0.9999142505096015
sigma(time=42.4)	0.3742750666898402	0.09150615738824062	7265.361496901197	8309.495077496123	0.9999694222801571
sigma(time=42.8)	0.3588868938333071	0.08932878923103219	7065.7567001648	8718.33714334381	0.9999616846851119
sigma(time=43.0)	0.35196113266777673	0.08846618943779894	7006.613229041917	8687.458663020903	0.9999905157821471
sigma(time=44.0)	0.32446366222262024	0.08602723573233911	7086.585519796211	8854.86003260949	0.999949693066044
sigma(time=44.4)	0.3164967424347671	0.08577319140298728	7277.774807794262	8987.951793628936	0.9999265407209983
sigma(time=45.0)	0.3073786665319836	0.08605442592564541	7746.686748235493	9417.647181501672	0.9999171261286903
sigma(time=46.6)	0.29652634375558856	0.09094023018893742	9058.914731325489	8693.706925844379	1.0006235676192916
sigma(time=47.8)	0.29715906657254154	0.09816610133592736	9361.567005346767	8630.412885888827	1.0002490734426823
sigma(time=48.8)	0.30002755857409336	0.10505190374217695	9308.931047331907	9162.296803171706	1.000303937047069
sigma(time=50.6)	0.3014095549481701	0.11405546195942327	9455.165658674525	9330.444294820505	1.0004197417208656
sigma(time=52.0)	0.29308300071239946	0.11130905845551697	9475.81734766058	8396.352384299944	1.0005229055005886
sigma(time=53.2)	0.28071123817156396	0.1093116284183326	8664.15894249255	8253.831616666434	1.0001234813364148
sigma(time=55.0)	0.2660153833427128	0.13181068690621459	6969.7256763787245	7491.132754181383	1.0000014865189144
sigma(time=55.4)	0.2651798772847427	0.14220923477405115	6665.949292675325	8120.586122505439	0.9999918067394806
sigma(time=57.6)	0.2905011966291342	0.24680743392437543	6052.625001563405	6186.277042017991	1.0001276114596174
