index	county	floor	observation	q05	q10	q25	q50	q75	q90	q95
13	9	1.0	-0.356674943938732	-1.3502484545833273	-1.0013904448247812	-0.43867286229333213	0.17281298545070944	0.8234879208308526	1.390276046483967	1.715690317226114
14	9	1.0	-0.510825623765991	-1.3284063081153077	-0.987320637614613	-0.4373479651716428	0.1863243372462361	0.8122797266188049	1.383130112341096	1.7207566998901422
15	9	1.0	-0.356674943938732	-1.3363834113061765	-0.9844503860416527	-0.44603170647542845	0.19087249050206445	0.8259367898743522	1.4065241713501038	1.753772573334357
16	73	1.0	-0.693147180559945	-1.3047401011357482	-0.9777160964557315	-0.4049141454714611	0.20492980428543367	0.8180095745133691	1.375261892794237	1.7051068083863241
17	73	1.0	-1.20397280432594	-1.2886857025589706	-0.9565499183546508	-0.39556638258496	0.2218890067476621	0.8546332956285922	1.3886502425300216	1.7153559356077939
18	73	1.0	0.470003629245736	-1.3308505790901861	-0.9621282602469652	-0.3912670781931659	0.22025158273718914	0.8255627546138307	1.3807279735108384	1.7277243794428383
19	73	1.0	0.832909122935104	-1.3023490771603095	-0.9554513564860377	-0.38974017411653755	0.20315468873251186	0.8199236623435464	1.392896671543994	1.7124202949523941
20	73	1.0	-0.916290731874155	-1.2683431732646138	-0.9753056362509367	-0.4045479644848955	0.23039758509116626	0.8384225111836754	1.3971481144924536	1.7142732466579345
21	73	0.0	-0.510825623765991	-1.1877308794323458	-0.8651734521782983	-0.302750759193643	0.30838093640420605	0.9172057092000604	1.4890164151484426	1.8376730990387316
22	73	9.0	-0.510825623765991	-1.9610135585976824	-1.6170195132051601	-1.0298985892173922	-0.37326632502925483	0.29106826022886334	0.8899957624720278	1.23215109849999
23	73	1.0	-0.356674943938732	-1.2824835081961463	-0.9516767544082774	-0.39648518579212466	0.2173791877483971	0.8283398210609001	1.3955984700900823	1.7392032090574094
24	73	1.0	2.41591377830105	-1.2890150610132083	-0.9541056301370101	-0.3877079147323894	0.22188703310879793	0.8579229149037362	1.4028205912071543	1.731249267906289
25	73	1.0	1.09861228866811	-1.3061770897813954	-0.9605342892089603	-0.41309808243604024	0.20138047413607318	0.8155856175719587	1.372506912220563	1.718162123192335
26	73	1.0	0.182321556793955	-1.2669468931739793	-0.9507813437300817	-0.39009950101631397	0.22717314579165065	0.8357710082031657	1.3973570815283873	1.7132120331077525
27	73	1.0	-0.356674943938732	-1.2713606723022144	-0.9254362312148325	-0.4014404464174178	0.22128595948435645	0.8235105022675191	1.370852060677601	1.708815062901221
28	73	9.0	0.0953101798043249	-1.9611986458584005	-1.6045515585993628	-1.0232414173185769	-0.37753393326076123	0.26620062247985704	0.8534097875574401	1.1808325597478837
29	73	1.0	1.19392246847243	-1.2731114487899313	-0.9594993229630309	-0.40218114624867635	0.1985898774167711	0.8287189953448715	1.3947267121657254	1.7365940529529589
30	73	1.0	0.78845736036427	-1.2841083698631115	-0.9718060095582702	-0.4164265337534029	0.22127948082849003	0.8234940850880159	1.3667758910356833	1.703999804216667
31	73	1.0	-1.20397280432594	-1.2776604365678812	-0.931500792530956	-0.3973307105743118	0.19786132118916755	0.8138218277157944	1.3798719829898658	1.7103135449551352
32	73	1.0	-1.6094379124341	-1.299432915858484	-0.9419190159728088	-0.3954674867134643	0.21608060849022603	0.8275851939036435	1.3869272535844475	1.7205492695947344
33	73	9.0	-2.30258509299405	-1.98711155306216	-1.597332315042238	-1.0100849840842887	-0.36180503170619105	0.27702264250317554	0.8550391664780396	1.216410933006076
34	73	1.0	-1.6094379124341	-1.2607205497834306	-0.9411799655208384	-0.3776302483178455	0.22868216610153247	0.8292188035337837	1.3777841606518948	1.7093217704012427
35	73	1.0	1.30833281965018	-1.2752139617297586	-0.9430521196921623	-0.3994846528013559	0.20967588524696792	0.8215976437141743	1.36869887714506	1.6957004601335923
36	73	1.0	0.916290731874155	-1.2847048787226378	-0.9820798265834816	-0.4096767676392834	0.21110646179798842	0.8443901721319791	1.4132521369987445	1.7628437427976311
37	73	9.0	0.741937344729377	-1.9766803005413358	-1.644357825148172	-1.0361115436732333	-0.37980416740348266	0.28996456658539527	0.8720290882737067	1.2330680535295566
38	73	1.0	-0.105360515657826	-1.3036861549099623	-0.9724133559877074	-0.40155977970983836	0.21259104580951463	0.8386333282373424	1.3991086238255594	1.7272814429243017
39	73	1.0	-0.22314355131421	-1.3003495860484278	-0.9556664576873191	-0.39476559257518246	0.21953602160865038	0.8238307363050856	1.3611881424907197	1.6829969824455575
40	73	1.0	-0.510825623765991	-1.2515193010507788	-0.931416978763897	-0.3828643763759098	0.23417374909970873	0.8282082407041715	1.3815084023240582	1.7306308922189877
41	73	9.0	-0.510825623765991	-1.9595966610892719	-1.61561011985243	-1.0376434712865703	-0.38823491859741854	0.2698874383624684	0.8636327429935052	1.2160175776311128
42	73	1.0	1.33500106673234	-1.301115459637751	-0.9521199660692728	-0.40594630524921227	0.21393157644951283	0.848258209386319	1.397637078398517	1.7342551859638293
43	73	1.0	0.693147180559945	-1.3067025216339228	-0.98799433716649	-0.4062914785486477	0.2146614241508275	0.8262428027488553	1.4151332389287659	1.7343749339315098
44	73	1.0	-0.693147180559945	-1.2806583737740234	-0.9468232353722534	-0.3926050432360611	0.22201137388627656	0.844894942808824	1.4099103110985232	1.741694761935849
45	73	1.0	-0.356674943938732	-1.3496391670813634	-0.994947946703022	-0.4106867794160814	0.21286741628700956	0.8130966547798579	1.3702963437486733	1.6942241624575725
46	73	1.0	-0.693147180559945	-1.2935257508027533	-0.9569149664286106	-0.4023293406731072	0.20602014522971013	0.8141243562341827	1.392925178634159	1.718389232611387
47	73	1.0	-0.22314355131421	-1.2697404041111275	-0.9517207902460402	-0.38230457712595567	0.2234353556493059	0.833066878060406	1.3932867054311144	1.7492574652057273
48	73	1.0	0.832909122935104	-1.289713670092027	-0.9469404173750664	-0.37831998919975796	0.23868674832929254	0.8416801004413156	1.3953507796792337	1.7201575220805203
49	73	1.0	0.262364264467491	-1.286310694460942	-0.9526990191319783	-0.38662274828258214	0.21685543318257303	0.8276054917925113	1.358607881265986	1.7011201783553065
50	73	1.0	1.77495235091167	-1.2665021106896166	-0.9442630253047328	-0.3793190050090808	0.21689576379383596	0.8413260607764577	1.3894567766276698	1.6952974040972053
51	73	1.0	-0.693147180559945	-1.2742597351445812	-0.9501825085107918	-0.4096632692776756	0.20573889817705882	0.809131541261317	1.3446922440710887	1.7022440764418247
52	73	1.0	1.41098697371026	-1.3105645749007493	-0.9399722940656228	-0.39145592997204703	0.22044721367638614	0.8375279937501545	1.389437094544561	1.7062783290059145
53	73	1.0	0.641853886172395	-1.2833694981233128	-0.9518924886014887	-0.4005890793700454	0.22813395268311734	0.8424742970690262	1.4008798922352528	1.7180971815964239
54	73	9.0	0.693147180559945	-1.9176127330466217	-1.6245255322892582	-1.0315665295327983	-0.3732605635797971	0.2866630566643394	0.8720088052220323	1.238666891300983
55	74	1.0	-0.916290731874155	-1.3269508035145121	-0.9833463188674829	-0.41682798061378273	0.20609476831596962	0.8181311295040409	1.3787314323205009	1.7190227645724698
56	74	0.0	0.8754687373539	-1.1799046381449034	-0.8564646191111613	-0.3041640171319623	0.3053136671837454	0.9331236367338479	1.4711553636901233	1.7722207126015108
57	74	1.0	-0.356674943938732	-1.318567033670437	-0.9852679006532143	-0.41941938341989404	0.1923347895035065	0.8101749986882154	1.3560401023706983	1.669677720574845
58	74	1.0	-2.30258509299405	-1.3392126652616951	-0.9909498728727427	-0.43072897627899864	0.1906504863051937	0.8175849189137907	1.3578160950884954	1.6680559848596055
59	74	1.0	1.41098697371026	-1.2871588512694812	-0.9687659080874039	-0.42426045996722417	0.1981278328541784	0.8005279380274916	1.3418248991973911	1.6775285549191836
60	74	1.0	-0.22314355131421	-1.2668488923342156	-0.9629987494560611	-0.41796753223542626	0.20886209351449106	0.8144659496869182	1.374608499130889	1.701289989766203
61	74	1.0	-0.510825623765991	-1.2933591278188046	-0.9608846589671689	-0.42378550892450073	0.18039489253002366	0.8028303988150138	1.3483984766753543	1.6748090246275582
62	74	1.0	-0.510825623765991	-1.3160325565686966	-0.9741946174092934	-0.4202886472112838	0.19121195398651847	0.7980726287392823	1.3497226468855168	1.6781102584841177
63	74	1.0	-1.6094379124341	-1.3082609818945823	-0.9951723698162307	-0.4339327074913182	0.1759808707936985	0.7943724214904962	1.369422738691983	1.7093963002503214
64	74	1.0	-0.510825623765991	-1.313681056303374	-0.9520568287435752	-0.4085674275518548	0.20286161972989736	0.7978861891342836	1.3690433800333313	1.6983871669058683
65	74	1.0	1.3609765531356	-1.315673463618626	-0.9897068448291597	-0.43081658657705457	0.20439305820984155	0.8032855646471211	1.353637025734184	1.6914878592752967
66	74	1.0	1.33500106673234	-1.2721021752676218	-0.9746935110329212	-0.4129023288209987	0.19179450744983645	0.8083038345269462	1.35702654630751	1.6746558635245217
67	74	1.0	-0.510825623765991	-1.2862864637185731	-0.9524051833229855	-0.4071459147066551	0.19899570391137553	0.8146362064781856	1.3351632705356469	1.6572440336792909
68	74	1.0	1.19392246847243	-1.307341348737437	-0.9841856378315619	-0.43627441516889	0.18130728610849892	0.800418577771213	1.3273466661038302	1.6627492828731851
69	74	1.0	-1.20397280432594	-1.2976713988518835	-0.9680120902267879	-0.4106114627660487	0.19090711637066748	0.7984473132951071	1.3152475600194722	1.6631763821689838
70	74	9.0	0.0	-2.383715701495506	-2.0312241715662287	-1.4542479550876855	-0.8057061199313316	-0.13914007023259733	0.46030565766743825	0.791833149265846
71	74	1.0	-1.6094379124341	-1.298117193706962	-0.9662379559646731	-0.41948793525594374	0.1901886243135571	0.8026864176422264	1.3346503104594896	1.655706476728005
72	74	1.0	0.182321556793955	-1.2911157349836133	-0.9671412280679391	-0.4186366663254412	0.17247825746705453	0.8104569608783431	1.3668808538858834	1.7110973995266512
73	74	1.0	0.405465108108164	-1.2897473384246336	-0.9530275433703954	-0.4010166308129106	0.2044737866948566	0.8187500079075971	1.3648160201619823	1.6981491102247506
74	74	1.0	-1.6094379124341	-1.2717014359281054	-0.9439526485857779	-0.3988957100105245	0.2123274115882275	0.8092379241957908	1.3559289172644937	1.6718482511745756
75	74	1.0	0.641853886172395	-1.3117855258595592	-0.9633098569091091	-0.41338989852313734	0.18214042351946585	0.7859394538558492	1.3696413927630249	1.6860030256555876
76	74	1.0	0.53062825106217	-1.3003139453227948	-0.9709521502384824	-0.4241748548420975	0.1914012728671349	0.8009316176970076	1.3709228631187607	1.697155252809588
77	74	1.0	-0.105360515657826	-1.2850221692372639	-0.9522246822366149	-0.4003335128795438	0.22341435292510578	0.8188174209920888	1.3566114660547668	1.7170125285452205
78	74	1.0	-0.22314355131421	-1.2878251128046636	-0.9732528889972575	-0.4036591476632059	0.20156745584176963	0.809593262482329	1.400775727745581	1.7334917065871887
79	74	1.0	0.182321556793955	-1.2864873058945168	-0.9604925620893443	-0.42311678653277984	0.17735119659680174	0.8044422745044464	1.3563101043084342	1.701721857096314
80	74	1.0	1.3609765531356	-1.3256883210265809	-0.9857173792126522	-0.4264040800235907	0.1975502755884595	0.7991488661532741	1.322671395047522	1.683864155799299
81	74	1.0	0.405465108108164	-1.2901467608475246	-0.9502424001166873	-0.4091168535811418	0.1933453730556014	0.8012562306863069	1.340495007685685	1.68548524175905
82	74	1.0	1.30833281965018	-1.3088925759956007	-0.9585905982373062	-0.4047595316137099	0.1835598210539644	0.8131091377904459	1.34358606475983	1.6663753416941456
83	74	1.0	-1.20397280432594	-1.2970940892184815	-0.9549810765838235	-0.40963258429664706	0.1957467986915783	0.7883979194773286	1.3472960097472406	1.6939716864142493
84	74	0.0	1.33500106673234	-1.1723113484114476	-0.8338244132287188	-0.2750992277232571	0.3242867736388422	0.9332330939009061	1.4992160355266348	1.8648202973358368
85	74	1.0	-0.356674943938732	-1.2945352641990597	-0.9612026018819995	-0.4089395529512957	0.1883247678216849	0.8039653277351797	1.3470515254439108	1.6600209839775912
86	74	1.0	-0.510825623765991	-1.2833389203018668	-0.9586365282092815	-0.4239254599059621	0.18965645802999498	0.8098183527511227	1.366661872289009	1.67956434018606
87	74	1.0	0.0	-1.2857798991991334	-0.9609021017886731	-0.41918113027301235	0.20986460721155686	0.8161226290122332	1.3549647846636537	1.6725916163862808
88	74	1.0	0.693147180559945	-1.331043276605837	-0.985266604881923	-0.4156961653962056	0.18756154521351293	0.8146924383204686	1.3586288066432888	1.6683916049915435
89	74	1.0	-0.693147180559945	-1.261530906527767	-0.9645452524540851	-0.4259274546090969	0.1830467395061271	0.7974171032820654	1.3499801241230993	1.6767803033043212
90	74	1.0	-0.693147180559945	-1.2886117787651545	-0.9705962854198127	-0.42949265431665806	0.20861524039470858	0.8005718767196898	1.3310016206979194	1.677957972073219
91	74	9.0	0.182321556793955	-2.3877406063102917	-2.0350406603089883	-1.4447348949910233	-0.7927507837440648	-0.1606629297983735	0.42033202198631564	0.7944166303822486
92	74	1.0	-0.916290731874155	-1.3164565162733477	-0.9807787887222207	-0.4284425265051556	0.1767379134000719	0.7905042905633273	1.356874425318326	1.6918194038370211
93	74	1.0	-1.6094379124341	-1.2987869404303816	-0.9624992764722968	-0.41385903546410263	0.1971575777871512	0.8249621539335642	1.370219312985615	1.70146709619406
94	74	0.0	0.641853886172395	-1.1634518457320395	-0.8580407008280665	-0.29207201008362027	0.3109672076295594	0.9388347231255495	1.4977985363166644	1.8212080369568064
95	74	1.0	-1.20397280432594	-1.3111337877990972	-0.9883605077897979	-0.4078849766612625	0.206891081155503	0.8133905408274774	1.3551478451698078	1.6892533417420479
96	74	9.0	-1.6094379124341	-2.3730910032767842	-2.0553387711777766	-1.4472224034443255	-0.8128258884300503	-0.17498862550109517	0.4301838891396038	0.7708446349520305
97	74	1.0	-1.20397280432594	-1.2905889023239425	-0.9790154441576888	-0.43211474944922457	0.18133116019763706	0.7905670154620714	1.3433542466850472	1.6683726707717712
98	74	1.0	-0.356674943938732	-1.306636526700022	-0.9710753916563273	-0.4134460751813817	0.20258013792954693	0.8059408357718636	1.3521207406705966	1.6791038959707765
99	74	1.0	-0.510825623765991	-1.311462738929281	-0.9634598856566183	-0.4188615191132577	0.18040932163727552	0.8224761069791793	1.368259360655618	1.6884905028868584
100	74	1.0	-0.22314355131421	-1.3038810410894761	-0.9724230856060142	-0.4043192404763579	0.20075790859375414	0.8153221378976364	1.3740453390134717	1.6772116134096984
101	74	1.0	-1.20397280432594	-1.304682655102563	-0.9634760142302274	-0.42256215828589316	0.1863202016674646	0.8155978880822659	1.3769752581883965	1.7256688584064934
102	74	1.0	0.587786664902119	-1.2889269675589266	-0.9434288663878236	-0.3993990840401778	0.2197204241429906	0.8202352085482348	1.3943284903617659	1.6898990995208976
103	74	9.0	-0.22314355131421	-2.3817986761500314	-2.03998855087502	-1.4466442443725844	-0.8006056956361447	-0.14967098733731965	0.4405146775833641	0.7820678907134448
104	74	1.0	0.0	-1.3197406622418784	-0.9777103621423959	-0.4176710904116362	0.18855444788192427	0.784100171981259	1.3402964677395148	1.6617010013324884
105	74	1.0	0.182321556793955	-1.3171884236748785	-0.9683554386277758	-0.4264855924563638	0.17779682843204284	0.7965922563556815	1.3513181254970452	1.6764055730374385
106	74	1.0	-0.356674943938732	-1.3079010291879796	-0.9807635540728772	-0.42858640169575146	0.19064165197604846	0.7970302529530714	1.3438321739612478	1.7023561980827762
107	74	1.0	-1.20397280432594	-1.2919604398942859	-0.9619483986380393	-0.4268058767108772	0.18762407420184177	0.8100408770326715	1.3395640478587354	1.654924253330399
108	74	1.0	0.78845736036427	-1.313809255021199	-0.9691569441103176	-0.4023933652692263	0.1917328379276439	0.8055392189735576	1.3534956528652922	1.6530448148643277
109	74	1.0	-1.6094379124341	-1.3126601118985286	-1.0024931840531646	-0.42755312092042824	0.19401439868747844	0.8063448860468883	1.3596867243155952	1.6701907590979657
110	74	1.0	1.1314021114911	-1.2810728957365671	-0.9469489424598122	-0.41615854215453313	0.21044195426513707	0.7981390945009782	1.3712308361869991	1.7006922566142049
111	74	1.0	1.52605630349505	-1.273598560128873	-0.9532842654001586	-0.4128193358451555	0.17506169507273198	0.7991087450079009	1.3638797462201098	1.7032748480256272
112	74	1.0	-0.916290731874155	-1.27209771496343	-0.9467573829067736	-0.4244036244588192	0.20635540165396923	0.8217563184168766	1.383569841248221	1.704807641528544
113	74	1.0	0.993251773010283	-1.2606222888500302	-0.95472441493222	-0.4024484956755986	0.19505326611475238	0.7922584724479996	1.3309810693366688	1.6572996795494224
114	74	1.0	-0.356674943938732	-1.3042414393202366	-0.9708394408619805	-0.4064234411625969	0.19627082921371958	0.8034453372215229	1.345340842809712	1.6836534037882631
115	74	1.0	2.61006979274201	-1.3102603597765254	-0.9645121083206823	-0.41305827562362996	0.1842274795003727	0.7987138190071965	1.3407013533888286	1.6577280145527125
116	74	1.0	1.33500106673234	-1.289174932403604	-0.9849242313178777	-0.4265377346793474	0.19765507657692177	0.8194229713275527	1.3720437755688706	1.6917855937511586
117	74	1.0	0.78845736036427	-1.2925036021044127	-0.9772861834877645	-0.40334953980876986	0.1997692485781452	0.8088615174561121	1.3488145656325476	1.6968288145175126
118	74	1.0	-0.105360515657826	-1.3070375220752612	-0.9781185457224782	-0.4325719680520219	0.18523202766808539	0.7891423428954574	1.3562776679156001	1.681916802126329
119	74	1.0	0.0953101798043249	-1.2869319818550515	-0.9549614235996261	-0.3998412977138228	0.19200469295825728	0.8039333253668797	1.332631483972223	1.6776357541208213
120	74	9.0	-2.30258509299405	-2.395412446794911	-2.0467436114154793	-1.4413086113455165	-0.7775707561226968	-0.12955465966219648	0.4516649843269619	0.8045103867587249
121	74	1.0	0.262364264467491	-1.280308018270536	-0.9552014173391077	-0.4223485084587144	0.19368787933859052	0.8137699043603448	1.3519228946143942	1.66752855792203
122	74	1.0	-0.105360515657826	-1.3201952943110025	-0.9686961994268067	-0.4178415063617974	0.20328777538904025	0.8099620025847443	1.3388576968023649	1.6778823336644493
123	74	1.0	0.0953101798043249	-1.306611862433183	-0.9629890435651305	-0.4068780127291222	0.20085146695187922	0.818057379982744	1.3752386092611344	1.6942258902597975
124	74	1.0	2.27212588550934	-1.280952064348316	-0.9648401236830972	-0.4068823994429714	0.2078320053449046	0.7966076011934862	1.3390771092402478	1.682474919029508
125	74	1.0	-0.22314355131421	-1.3115034277150617	-0.9445366247816851	-0.4021509366359095	0.2071485446469083	0.8137608052488663	1.3660950311241378	1.6962653520219828
126	74	1.0	0.182321556793955	-1.297849223784508	-0.955463377572981	-0.40899284180861983	0.2248256525844597	0.8162177778802716	1.3649347682602095	1.702123692205261
127	74	1.0	1.22377543162212	-1.2842836768230266	-0.9573356150102512	-0.40809177236624017	0.1975424762294483	0.8229591446724772	1.3844801715327317	1.7293536512520573
128	74	1.0	1.25276296849537	-1.3357553568575125	-0.976285421477914	-0.42661354105157556	0.1861493487493604	0.8042805698466365	1.3488904080489097	1.675475365492458
129	74	9.0	0.405465108108164	-2.375883454404454	-2.0177780936739906	-1.4440683823279263	-0.8019430036093655	-0.15887473508148547	0.431670051197068	0.7753949357750297
130	74	1.0	0.916290731874155	-1.2848954739296814	-0.9669467412384682	-0.4022436221239033	0.18804029696016156	0.8171406902377782	1.3666208858402291	1.6906778672828027
131	74	1.0	0.470003629245736	-1.290247112923992	-0.9471243900179404	-0.4029221552953044	0.21337170456968302	0.8324055147928435	1.3616948241265177	1.6927050518833544
132	74	1.0	-0.510825623765991	-1.324856912405679	-0.9736237117663622	-0.4239458687618443	0.1984453325608392	0.8209398527651256	1.3629566950695013	1.6804778784920655
133	74	1.0	-0.105360515657826	-1.3180034122234405	-0.9777129883125678	-0.41784089347896997	0.184942569833003	0.8118872349413226	1.3570881854378454	1.6705455488399832
134	74	1.0	0.470003629245736	-1.3041562186600395	-0.9540340408444261	-0.4026082188564746	0.2033346539348284	0.8239122758279231	1.3661526713489898	1.6941455944110988
135	74	1.0	-0.693147180559945	-1.2909965844337545	-0.9577852443212947	-0.41093750689649705	0.2129109767470791	0.8090908806857917	1.3569049086822453	1.6907198953590323
136	74	1.0	1.50407739677627	-1.2875723531423966	-0.9534358140655294	-0.40203506363925834	0.20600248003371424	0.8040236242213253	1.3701775311100275	1.7022976536201038
137	74	1.0	2.12823170584927	-1.2721718984191046	-0.9559724340232054	-0.4176752896075648	0.19297030169134485	0.789497661722067	1.355295934191443	1.6755997905868298
138	74	1.0	2.56494935746154	-1.2952799824690144	-0.9700215945864161	-0.43585973947356604	0.196745254321859	0.8059248571839254	1.3735065741083856	1.709254368529205
139	74	1.0	0.262364264467491	-1.2891447689444209	-0.9528518619223653	-0.40763550135779564	0.21163346816475415	0.805867722525879	1.3304658743560125	1.651108241046787
140	74	9.0	-1.20397280432594	-2.400301102797211	-2.0477810732466883	-1.4438523032724333	-0.7891825134381164	-0.13723170262618684	0.4288110634956314	0.8047174075502426
141	74	0.0	0.78845736036427	-1.1323000319775018	-0.830378769235594	-0.3063591224543193	0.30160902284003366	0.8943712054080029	1.4654928232450197	1.816461017891221
142	74	1.0	1.91692261218206	-1.3138962999854422	-0.9597068687528438	-0.40138373588289106	0.2091694506072997	0.8001076467490716	1.335145542446853	1.661136952198649
143	74	1.0	2.05412373369555	-1.2462755134919288	-0.9417044066033444	-0.41123408057749494	0.20882677031833316	0.8369863894503694	1.39762477169543	1.7229795431522945
144	122	1.0	-0.105360515657826	-1.4966696152000176	-1.1807218868412908	-0.6158687031660566	0.009811403094517907	0.6386737409602462	1.2083557265681426	1.5439729128904118
145	122	1.0	0.78845736036427	-1.4794469068880882	-1.1582937578255426	-0.6029379347719717	0.024977624552255884	0.6649646918120458	1.2396760572354575	1.5673477857421618
146	122	1.0	-2.30258509299405	-1.5010046052351662	-1.1499888875874689	-0.5743564665030586	0.06221691065495784	0.6710191510048521	1.2322787461592717	1.560903375423897
147	122	1.0	0.587786664902119	-1.5183826859227043	-1.1936546690829057	-0.6205535900735216	0.01811426205801399	0.6491595638473823	1.2207053332026396	1.558828904950508
148	122	1.0	0.262364264467491	-1.4968430966089004	-1.172163662752955	-0.577476936311939	0.04983515365224063	0.6646860118220421	1.2232098386966817	1.56267668499564
149	122	1.0	-0.22314355131421	-1.4740591914660872	-1.1502511552745494	-0.6093166503753689	0.019102290802531646	0.6569242822232055	1.2288949277233212	1.5411882003355206
150	122	1.0	0.916290731874155	-1.5141111392071251	-1.1643313580723744	-0.5965812843714324	0.03852789142612954	0.678014769855324	1.2231802602588684	1.5655416032936735
151	122	1.0	0.336472236621213	-1.491600019519952	-1.1627163713844277	-0.5992501735512823	0.037038351195084286	0.6745744477124829	1.2251294933890864	1.576068748125007
152	122	1.0	-0.916290731874155	-1.4934760822174615	-1.1596303009384685	-0.5997594184743499	0.038737248395328355	0.6783956959525297	1.2447501845234332	1.5789563564768316
153	122	1.0	-0.356674943938732	-1.5313825040441837	-1.173243128061484	-0.6191947593888651	0.008501256826521808	0.6478985444666534	1.2288272815994323	1.5783228204406974
154	122	1.0	0.0	-1.5140854290906727	-1.168427694059636	-0.6030368638335561	0.030901039120326795	0.6583560083083528	1.2395235093885775	1.5573778008976233
155	122	0.0	0.0	-0.8922965984958763	-0.5686239875697564	0.013256965779770022	0.6482082820749757	1.2802427150155036	1.8528951344602347	2.2043356204109523
156	122	1.0	0.587786664902119	-1.4872869554278392	-1.169333360473477	-0.5977242230573219	0.035081417563934125	0.6499558066263936	1.22278792270095	1.595093228743682
157	125	1.0	-2.30258509299405	-1.6120349702958088	-1.2857043531565007	-0.735992011430072	-0.10696395277620738	0.5119606009119533	1.0589579612137148	1.383863883905387
158	125	1.0	-0.22314355131421	-1.6173600080587072	-1.2755170888915468	-0.7142640758381333	-0.09969513715535488	0.5088355787203026	1.0415853282140086	1.3620735331584113
159	125	1.0	0.641853886172395	-1.625313225546687	-1.2916416386624419	-0.735856172151696	-0.10273099422505579	0.5147500515846679	1.0651110684063287	1.3943416250454832
160	125	1.0	0.741937344729377	-1.6347304841690173	-1.2895135251870213	-0.7313601824636423	-0.12374815109399927	0.49372677931264586	1.0499063052914708	1.3885445553349847
161	125	1.0	-0.22314355131421	-1.6130717819972087	-1.266556919208224	-0.7274363545172643	-0.10662033687038514	0.5279137594704599	1.0670282925850039	1.419844710150177
162	125	1.0	-1.20397280432594	-1.6074221160697566	-1.2962686739886775	-0.7415522316266998	-0.12239793208490932	0.49551307696896	1.0651315965538688	1.3847294996862685
163	125	1.0	0.470003629245736	-1.6299138478861315	-1.3012172135019906	-0.7359417992507533	-0.11368808269864661	0.5208701386202861	1.0727797541992505	1.3878425290128926
164	125	1.0	-1.6094379124341	-1.6253908340982388	-1.282186444129144	-0.7139009548193354	-0.09936576380320007	0.5343791956887983	1.0722371570887066	1.3915071014826252
165	125	9.0	-0.22314355131421	-1.3576975216273879	-0.980322859534481	-0.347499703152445	0.34787154932677977	1.0328017108639942	1.6584510069869811	2.0350119132801114
166	125	1.0	-1.20397280432594	-1.6138945932543847	-1.2864150468982156	-0.7371593601262965	-0.1239407285164477	0.5145509602875986	1.0579846761216092	1.3799424651515133
167	125	1.0	0.916290731874155	-1.6070995846567222	-1.2761729018213674	-0.717617668326512	-0.08686238461336929	0.5406518397132312	1.1032015365520902	1.434032263752551
168	125	1.0	-1.20397280432594	-1.6185664791219816	-1.2977722527663489	-0.7305122098874637	-0.1095949518538517	0.5190440154952427	1.0623449622724892	1.3744400542923847
169	125	1.0	0.78845736036427	-1.6191946819256546	-1.2710188777382667	-0.7360110131728334	-0.12576678932460802	0.49761890156986227	1.0580249475600696	1.38866734623213
170	125	1.0	0.262364264467491	-1.6458485354284489	-1.3131886998072075	-0.7420733103929159	-0.12214566817072964	0.49118783833112495	1.0426041401563817	1.3870045397393658
