panel	column	draw	log_group_sd	coordinate
1: Study 7, c=0.80	1. CP	52	-1.0506177822362042	-1.8561383677272747
1: Study 7, c=0.80	1. CP	53	-0.3535740858678176	-1.856403611037985
1: Study 7, c=0.80	1. CP	54	-0.6668490873839411	-1.47198133315105
1: Study 7, c=0.80	1. CP	55	-0.9561009156961137	-1.715487193887422
1: Study 7, c=0.80	1. CP	56	-1.417922231896788	-1.4755148850422177
1: Study 7, c=0.80	1. CP	57	-1.284964476369294	-1.4931581144895203
1: Study 7, c=0.80	1. CP	58	-0.776552526330088	-1.891550557038379
1: Study 7, c=0.80	1. CP	59	-0.8526465408045923	-2.0462744692876536
1: Study 7, c=0.80	1. CP	60	-0.6449683047882814	-1.6971974705752366
1: Study 7, c=0.80	1. CP	61	-1.517594822822199	-1.454108408096783
1: Study 7, c=0.80	1. CP	62	-0.6880618137319574	-1.803416358265765
1: Study 7, c=0.80	1. CP	63	-1.577500970489936	-1.3450500491624897
1: Study 7, c=0.80	1. CP	64	-1.577500970489936	-1.3450500491624897
1: Study 7, c=0.80	1. CP	65	-0.6261451196064094	-1.7428629202730626
1: Study 7, c=0.80	1. CP	66	-0.9024583547634073	-1.7639603985144032
1: Study 7, c=0.80	1. CP	67	-0.9197356576921979	-1.9584269117263342
1: Study 7, c=0.80	1. CP	68	-0.8630131148018111	-2.034625557926951
1: Study 7, c=0.80	1. CP	69	-1.183451884018122	-1.5034802289235634
1: Study 7, c=0.80	1. CP	70	-0.8912100086265138	-1.7238063018029703
1: Study 7, c=0.80	1. CP	71	-0.8818075753442189	-2.0137872709835047
1: Study 7, c=0.80	1. CP	72	-1.3019196386831724	-1.192561496818299
1: Study 7, c=0.80	1. CP	73	-1.228168008134457	-1.4918318619057171
1: Study 7, c=0.80	1. CP	74	-1.161379078703887	-1.7954355280029304
1: Study 7, c=0.80	1. CP	75	-1.34949713496905	-1.3469725095618312
1: Study 7, c=0.80	1. CP	76	-1.692811812628408	-1.316861105961783
1: Study 7, c=0.80	1. CP	77	-1.092720634094758	-1.3665754567710273
1: Study 7, c=0.80	1. CP	78	-1.0614485090360526	-1.8603688615635865
1: Study 7, c=0.80	1. CP	79	-1.7074837855392866	-1.2511490299037797
1: Study 7, c=0.80	1. CP	80	-0.20652557304763244	-2.4379360367319505
1: Study 7, c=0.80	1. CP	81	-0.5391631105013539	-2.131946150184911
1: Study 7, c=0.80	1. CP	82	-0.7226539907104095	-2.213879240791288
1: Study 7, c=0.80	1. CP	83	-0.42274326791457656	-1.9283050552666072
1: Study 7, c=0.80	1. CP	84	-0.5690967459319998	-1.9419682483474474
1: Study 7, c=0.80	1. CP	85	-0.7371884056573288	-1.660026707037544
1: Study 7, c=0.80	1. CP	86	-0.6090834014695525	-1.6212505156869945
1: Study 7, c=0.80	1. CP	87	-0.8050688729463883	-1.7488510139534228
1: Study 7, c=0.80	1. CP	88	-1.2709269032816843	-1.6820477756072514
1: Study 7, c=0.80	1. CP	89	-0.7941189384990188	-1.8326714795724441
1: Study 7, c=0.80	1. CP	90	-0.49466473009038586	-1.586165250868825
1: Study 7, c=0.80	1. CP	91	-1.3055636781326316	-1.7115442934618221
1: Study 7, c=0.80	1. CP	92	-0.5819409869562645	-1.9060055747757536
1: Study 7, c=0.80	1. CP	93	-0.6792115691281433	-1.7532491950550557
1: Study 7, c=0.80	1. CP	94	-0.5743383349528111	-1.442536069501453
1: Study 7, c=0.80	1. CP	95	-0.6783004502656237	-1.8085206176357957
1: Study 7, c=0.80	1. CP	96	-0.8034328168540644	-1.6056667381911582
1: Study 7, c=0.80	1. CP	97	-0.7234116345047906	-1.8156346999483999
1: Study 7, c=0.80	1. CP	98	-1.2532540815727549	-1.1100058442446141
1: Study 7, c=0.80	1. CP	99	-1.4370357092154797	-1.6456285657952732
1: Study 7, c=0.80	1. CP	100	0.22359332930825132	-1.5938818753260133
1: Study 7, c=0.80	1. CP	101	-0.7973671949944612	-1.4736766538141952
1: Study 7, c=0.80	1. CP	102	-1.0188511977458015	-1.7989814798488928
1: Study 7, c=0.80	1. CP	103	-1.024457868025062	-1.6441639434542459
1: Study 7, c=0.80	1. CP	104	-1.3848139884833188	-1.2784889794517995
1: Study 7, c=0.80	1. CP	105	-0.9530623764451776	-1.6792403562427094
1: Study 7, c=0.80	1. CP	106	-1.0640273563405105	-2.277997900964495
1: Study 7, c=0.80	1. CP	107	-1.2167368001879182	-1.8266691927990195
1: Study 7, c=0.80	1. CP	108	-1.3613959252285601	-0.9089422064853185
1: Study 7, c=0.80	1. CP	109	-1.1621356240019551	-1.4394471319542328
1: Study 7, c=0.80	1. CP	110	-0.5677882720636065	-1.8746186957151854
1: Study 7, c=0.80	1. CP	111	-0.9026253795619643	-2.5561240579986952
1: Study 7, c=0.80	1. CP	112	-0.9532547742494692	-2.3881570052762764
1: Study 7, c=0.80	1. CP	113	-1.6242130214667378	-1.0192595552648958
1: Study 7, c=0.80	1. CP	114	-1.7840751019045835	-1.7075311697475648
1: Study 7, c=0.80	1. CP	115	-1.0383135232732852	-1.2818855893607861
1: Study 7, c=0.80	1. CP	116	-1.2790187019691361	-1.2902634315367223
1: Study 7, c=0.80	1. CP	117	-0.34151889739379	-1.9717231399845527
1: Study 7, c=0.80	1. CP	118	-0.7727031196465328	-1.3847443938511292
1: Study 7, c=0.80	1. CP	119	-0.7659921850800367	-2.077512601994407
1: Study 7, c=0.80	1. CP	120	-0.9078215854615987	-1.7066530325588014
1: Study 7, c=0.80	1. CP	121	-0.9938780773584022	-1.6831274663552762
1: Study 7, c=0.80	1. CP	122	0.08994699081227495	-1.8247040887568242
1: Study 7, c=0.80	1. CP	123	-1.0538942190647627	-1.5651313107882008
1: Study 7, c=0.80	1. CP	124	-0.8547128997856693	-2.0089528244063293
1: Study 7, c=0.80	1. CP	125	-1.715197313377686	-1.289755203898009
1: Study 7, c=0.80	1. CP	126	-1.5126772265316806	-1.214701953462019
1: Study 7, c=0.80	1. CP	127	-1.5268253955053683	-1.4717260755304953
1: Study 7, c=0.80	1. CP	128	-1.4950591151347936	-1.4663723098623598
1: Study 7, c=0.80	1. CP	129	-0.9150426344908171	-1.466137392453539
1: Study 7, c=0.80	1. CP	130	-1.1423392159223624	-1.611633404814811
1: Study 7, c=0.80	1. CP	131	-0.7180293145889515	-1.8565591776033734
1: Study 7, c=0.80	1. CP	132	-1.5416650140584838	-1.1815922497012226
1: Study 7, c=0.80	1. CP	133	-0.3439042780416117	-2.0656511382303293
1: Study 7, c=0.80	1. CP	134	-0.7980399568768858	-1.8137068622321408
1: Study 7, c=0.80	1. CP	135	-0.07574045163903156	-2.2049677973290236
1: Study 7, c=0.80	1. CP	136	-0.45883643409110886	-1.2401652659030409
1: Study 7, c=0.80	1. CP	137	-0.6366227370150884	-1.9055744313866145
1: Study 7, c=0.80	1. CP	138	-1.492325043079172	-1.4039864125164998
1: Study 7, c=0.80	1. CP	139	-1.5090103471856042	-1.670090424853076
1: Study 7, c=0.80	1. CP	140	-1.3415560608211639	-1.2238199478759946
1: Study 7, c=0.80	1. CP	141	-1.5986330639835977	-1.2400350044924817
1: Study 7, c=0.80	1. CP	142	-0.7459237104048102	-1.9344014008643013
1: Study 7, c=0.80	1. CP	143	-0.7131234117590636	-1.7902080697978007
1: Study 7, c=0.80	1. CP	144	-1.6989844751568692	-1.2758309014574214
1: Study 7, c=0.80	1. CP	145	-0.6923418196058211	-1.2477833953435329
1: Study 7, c=0.80	1. CP	146	-1.0724144482722522	-1.951934182979384
1: Study 7, c=0.80	1. CP	147	-0.7352670623168345	-2.3182000081367473
1: Study 7, c=0.80	1. CP	148	-0.8828236991479733	-1.7778442800018641
1: Study 7, c=0.80	1. CP	149	-0.687759336634086	-1.6950419432752468
1: Study 7, c=0.80	1. CP	150	-0.6370309110024057	-1.6464545014790004
1: Study 7, c=0.80	1. CP	151	-0.8926107872145406	-1.561155766563313
1: Study 7, c=0.80	1. CP	152	-1.318256317191107	-1.6188824867552978
1: Study 7, c=0.80	1. CP	153	-1.0446893351504494	-1.7417253557709576
1: Study 7, c=0.80	1. CP	154	-1.232242375169715	-1.4420592961792011
1: Study 7, c=0.80	1. CP	155	-1.1038333216945582	-1.4169646773911406
1: Study 7, c=0.80	1. CP	156	-0.8511394911641419	-1.7051875004331303
1: Study 7, c=0.80	1. CP	157	-0.7927236127701454	-1.980297536065085
1: Study 7, c=0.80	1. CP	158	-0.9633381222702652	-1.4542885804338697
1: Study 7, c=0.80	1. CP	159	-1.146328732162422	-1.9746148328634094
1: Study 7, c=0.80	1. CP	160	-0.5792891338017924	-1.9136867033929688
1: Study 7, c=0.80	1. CP	161	-0.5503464498325179	-1.9956364529146582
1: Study 7, c=0.80	1. CP	162	-1.275795556298263	-1.5320219811417364
1: Study 7, c=0.80	1. CP	163	-0.8781787317312618	-1.681652331481534
1: Study 7, c=0.80	1. CP	164	-0.9074007849107677	-1.7126276126511017
1: Study 7, c=0.80	1. CP	165	-0.633277956659794	-1.8036937947199305
1: Study 7, c=0.80	1. CP	166	-1.1947231524746633	-1.6845718380555779
1: Study 7, c=0.80	1. CP	167	-0.5507721330850373	-1.4306415416845546
1: Study 7, c=0.80	1. CP	168	-1.3765460434047931	-1.7687946465167699
1: Study 7, c=0.80	1. CP	169	-0.37716525274917195	-1.784195597180762
1: Study 7, c=0.80	1. CP	170	-0.7195663378050845	-1.7233680723982847
1: Study 7, c=0.80	1. CP	171	-0.6740644646078823	-1.9883911762386186
1: Study 7, c=0.80	1. CP	172	-1.226022675948132	-1.434672246124452
1: Study 7, c=0.80	1. CP	173	-1.7935406260571525	-1.2968857455997091
1: Study 7, c=0.80	1. CP	174	-0.6618843002165627	-1.9093170683472198
1: Study 7, c=0.80	1. CP	175	-2.234982188608994	-1.1410419695274947
1: Study 7, c=0.80	1. CP	176	-1.4398989712799888	-1.7143160698630566
1: Study 7, c=0.80	1. CP	177	-0.6593966633133723	-1.7433083558588416
1: Study 7, c=0.80	1. CP	178	-1.1475124345922998	-1.5784871389927282
1: Study 7, c=0.80	1. CP	179	-0.9183705226837742	-1.880341758431151
1: Study 7, c=0.80	1. CP	180	-1.3843211137833658	-1.2773205815852942
1: Study 7, c=0.80	1. CP	181	-0.7148023344573616	-2.0456729976722077
1: Study 7, c=0.80	1. CP	182	-0.8630751884697511	-1.3261840714431998
1: Study 7, c=0.80	1. CP	183	-1.645561415622702	-1.4260973203972926
1: Study 7, c=0.80	1. CP	184	-0.45493302364469673	-1.9047629772693466
1: Study 7, c=0.80	1. CP	185	-1.3735036780956218	-1.5737383540675405
1: Study 7, c=0.80	1. CP	186	-0.978838388917903	-1.4921261730660493
1: Study 7, c=0.80	1. CP	187	-1.2308892972465155	-1.8142733707126082
1: Study 7, c=0.80	1. CP	188	-1.2574851173045622	-1.682721224211058
1: Study 7, c=0.80	1. CP	189	-1.540225545658189	-1.3568699635089163
1: Study 7, c=0.80	1. CP	190	-1.4363705581720594	-1.5113409187699467
1: Study 7, c=0.80	1. CP	191	-1.4668927110690078	-1.4918065153274493
1: Study 7, c=0.80	1. CP	192	-1.4050625755080746	-1.2555465259608747
1: Study 7, c=0.80	1. CP	193	-1.7904123193544028	-1.1727732647536835
1: Study 7, c=0.80	1. CP	194	-1.1335312893424234	-1.0108926418337465
1: Study 7, c=0.80	1. CP	195	-0.8138034345679372	-1.6572046608058375
1: Study 7, c=0.80	1. CP	196	-0.9806557355429106	-2.0501015001822815
1: Study 7, c=0.80	1. CP	197	-1.2464314797192542	-1.1272192582938572
1: Study 7, c=0.80	1. CP	198	-1.0668727016837658	-2.0400703697643414
1: Study 7, c=0.80	1. CP	199	-0.7867017198996425	-2.102976307040902
1: Study 7, c=0.80	1. CP	200	-0.9201234381174449	-1.7821459668430242
1: Study 7, c=0.80	1. CP	201	-0.9412239603522583	-1.7981332419152802
1: Study 7, c=0.80	1. CP	202	-0.7485777046106963	-1.9855974832091892
1: Study 7, c=0.80	1. CP	203	-0.7092855243974892	-1.856343499100103
1: Study 7, c=0.80	1. CP	204	-0.2827855890818366	-1.746846693057169
1: Study 7, c=0.80	1. CP	205	-1.1815326828067414	-1.9350023674907482
1: Study 7, c=0.80	1. CP	206	0.18733133539300284	-1.9438316048281261
1: Study 7, c=0.80	1. CP	207	-0.7604164999396241	-1.9366470099381332
1: Study 7, c=0.80	1. CP	208	-1.1877746313724495	-1.3907732653042977
1: Study 7, c=0.80	1. CP	209	-0.8768468776428652	-1.6822157503943307
1: Study 7, c=0.80	1. CP	210	-0.9643622773296402	-1.591227081312433
1: Study 7, c=0.80	1. CP	211	-0.8425290785231727	-1.7022868870129217
1: Study 7, c=0.80	1. CP	212	-1.059394655089329	-1.6103007845719386
1: Study 7, c=0.80	1. CP	213	-0.8024250259284282	-1.6323161015287386
1: Study 7, c=0.80	1. CP	214	-0.7221778326083822	-2.0484822381606307
1: Study 7, c=0.80	1. CP	215	-0.5863399343788327	-1.5085157625653307
1: Study 7, c=0.80	1. CP	216	-0.29771955066966316	-2.2149787051229652
1: Study 7, c=0.80	1. CP	217	-1.5150420694958462	-1.670364014255552
1: Study 7, c=0.80	1. CP	218	-0.8814125011388523	-1.4711460269562806
1: Study 7, c=0.80	1. CP	219	-0.8767787910234409	-1.5398397767150875
1: Study 7, c=0.80	1. CP	220	-1.0319833687072224	-1.4448735866066738
1: Study 7, c=0.80	1. CP	221	-1.442392248256595	-1.3091396438176848
1: Study 7, c=0.80	1. CP	222	-1.016237390614677	-1.7240483328905865
1: Study 7, c=0.80	1. CP	223	-1.0559456785933081	-1.492019381711451
1: Study 7, c=0.80	1. CP	224	-1.6012034961149801	-1.5668011613052337
1: Study 7, c=0.80	1. CP	225	-1.9232782151097372	-1.2045303265353937
1: Study 7, c=0.80	1. CP	226	-1.3869122378884278	-1.2979715946540304
1: Study 7, c=0.80	1. CP	227	-1.365598343880154	-1.48602755510008
1: Study 7, c=0.80	1. CP	228	-0.5518641002258651	-1.5152687751493223
1: Study 7, c=0.80	1. CP	229	-0.11109587105038021	-1.9435545340537903
1: Study 7, c=0.80	1. CP	230	-0.01669543906812103	-1.584833384789932
1: Study 7, c=0.80	1. CP	231	-1.42797911209352	-1.6595836389988632
1: Study 7, c=0.80	1. CP	232	0.393889798345226	-1.8003606915537398
1: Study 7, c=0.80	1. CP	233	-1.29168402144841	-1.4402349094070104
1: Study 7, c=0.80	1. CP	234	-0.25814133463302247	-1.8762405893426553
1: Study 7, c=0.80	1. CP	235	-0.8743616846090819	-1.5651293059731413
1: Study 7, c=0.80	1. CP	236	-0.34359499017529915	-1.8652684705077498
1: Study 7, c=0.80	1. CP	237	-0.564494680584889	-1.4919330763550174
1: Study 7, c=0.80	1. CP	238	-1.2357306336221998	-1.7687585652040934
1: Study 7, c=0.80	1. CP	239	-0.6981086030328965	-1.3951261120765572
1: Study 7, c=0.80	1. CP	240	-0.8717084361487648	-1.961358681875577
1: Study 7, c=0.80	1. CP	241	-1.3346875343018316	-1.420073582638081
1: Study 7, c=0.80	1. CP	242	-1.5313059308800312	-1.413604288855011
1: Study 7, c=0.80	1. CP	243	-0.41944635257682694	-2.0505059926355456
1: Study 7, c=0.80	1. CP	244	-0.818970380655049	-1.9675759715350507
1: Study 7, c=0.80	1. CP	245	-1.473871673198116	-1.3238258775158467
1: Study 7, c=0.80	1. CP	246	-1.5788425846043908	-1.2092971064958489
1: Study 7, c=0.80	1. CP	247	-0.102798492717763	-1.9740524905385675
1: Study 7, c=0.80	1. CP	248	-1.5268938959544582	-1.4906026268206667
1: Study 7, c=0.80	1. CP	249	0.3896734954139687	-2.1354123114072143
1: Study 7, c=0.80	1. CP	250	-1.1710572581327239	-1.901725041649703
1: Study 7, c=0.80	1. CP	251	-0.6887402471596569	-1.1400356884787481
1: Study 7, c=0.80	1. CP	252	-0.6812252078260861	-1.1406107322105423
1: Study 7, c=0.80	1. CP	253	-0.4415744557433363	-2.246915714843348
1: Study 7, c=0.80	1. CP	254	-1.0724179119505322	-1.2758450262353842
1: Study 7, c=0.80	1. CP	255	-1.7359060187491782	-1.339878681606125
1: Study 7, c=0.80	1. CP	256	-1.9073272648603818	-1.13497361020489
1: Study 7, c=0.80	1. CP	257	-1.6999876999402759	-0.9612532832936745
1: Study 7, c=0.80	1. CP	258	-0.2517801736460018	-1.72867185784309
1: Study 7, c=0.80	1. CP	259	-0.43814250784983316	-2.5653238336150337
1: Study 7, c=0.80	1. CP	260	-1.4963932207159822	-1.4157817751292212
1: Study 7, c=0.80	1. CP	261	-1.0955860705196023	-1.6831565121808512
1: Study 7, c=0.80	1. CP	262	-1.1481074911113085	-1.439434374231485
1: Study 7, c=0.80	1. CP	263	-0.5476222868522574	-1.6112370840664556
1: Study 7, c=0.80	1. CP	264	-0.48481558645505535	-2.0434201559782976
1: Study 7, c=0.80	1. CP	265	-1.2281737932214618	-1.2983063104167063
1: Study 7, c=0.80	1. CP	266	-0.6834733675448335	-1.7017627770987807
1: Study 7, c=0.80	1. CP	267	-1.0103699116490454	-1.5195028948637248
1: Study 7, c=0.80	1. CP	268	-0.741750108518411	-1.7906721734261433
1: Study 7, c=0.80	1. CP	269	-0.6393318797912312	-1.5752312996720612
1: Study 7, c=0.80	1. CP	270	-1.0658885502480127	-1.3977910574164423
1: Study 7, c=0.80	1. CP	271	-1.617691615603862	-1.3907612735678399
1: Study 7, c=0.80	1. CP	272	-0.04832459035965875	-1.8471494441599847
1: Study 7, c=0.80	1. CP	273	-0.7653013678825192	-1.44537010692214
1: Study 7, c=0.80	1. CP	274	-1.3144751826779428	-1.3734487843581158
1: Study 7, c=0.80	1. CP	275	-0.5825950780788691	-1.527682089927877
1: Study 7, c=0.80	1. CP	276	-1.0902034754938867	-1.402380996326047
1: Study 7, c=0.80	1. CP	277	-1.5327437198190619	-1.4016135950999855
1: Study 7, c=0.80	1. CP	278	-0.9829187171350315	-1.7209967670644286
1: Study 7, c=0.80	1. CP	279	-1.107410138127982	-2.2396371015590124
1: Study 7, c=0.80	1. CP	280	-0.8560852562230699	-2.0763627814038745
1: Study 7, c=0.80	1. CP	281	-1.2223122219109548	-1.7484276581123064
1: Study 7, c=0.80	1. CP	282	-1.4072920371895221	-1.2853221142170397
1: Study 7, c=0.80	1. CP	283	-1.7047293054613937	-1.4086745448033318
1: Study 7, c=0.80	1. CP	284	-1.8386384804771292	-1.371869987720683
1: Study 7, c=0.80	1. CP	285	-1.3263583482713768	-1.7069880889519382
1: Study 7, c=0.80	1. CP	286	-0.5197341138608021	-1.7499713871107876
1: Study 7, c=0.80	1. CP	287	-1.832441049154917	-1.1153021876186056
1: Study 7, c=0.80	1. CP	288	-0.5370958371697049	-1.8244317316691363
1: Study 7, c=0.80	1. CP	289	-0.355788287285743	-1.9306357326723482
1: Study 7, c=0.80	1. CP	290	-1.0000044736212388	-1.7054017190570947
1: Study 7, c=0.80	1. CP	291	-0.099089070518187	-1.4328036441756646
1: Study 7, c=0.80	1. CP	292	-0.9836875361229978	-1.8404186614052962
1: Study 7, c=0.80	1. CP	293	-1.1259874874036582	-1.484320949946513
1: Study 7, c=0.80	1. CP	294	-0.8547905116766337	-1.522640402426328
1: Study 7, c=0.80	1. CP	295	-0.3265650313709847	-2.3921384706836357
1: Study 7, c=0.80	1. CP	296	-1.0845355485362558	-1.3194010953117528
1: Study 7, c=0.80	1. CP	297	-0.8692823458689902	-1.5996056233628575
1: Study 7, c=0.80	1. CP	298	-1.7917139857670359	-1.3433942186676437
1: Study 7, c=0.80	1. CP	299	-0.527213090674425	-2.0393236753145447
1: Study 7, c=0.80	1. CP	300	-1.338043785806556	-1.5016079389275816
1: Study 7, c=0.80	1. CP	301	-0.7071972459642626	-1.7116006948979228
1: Study 7, c=0.80	1. CP	302	-0.4379756572438526	-1.8813497487721713
1: Study 7, c=0.80	1. CP	303	-0.3006878610307049	-1.7771109725759233
1: Study 7, c=0.80	1. CP	304	-0.7539174027203528	-1.4484114787299665
1: Study 7, c=0.80	1. CP	305	-0.6634282814090542	-2.268218076788071
1: Study 7, c=0.80	1. CP	306	-0.5309551420192637	-1.492137460104599
1: Study 7, c=0.80	1. CP	307	-0.5405615454061731	-2.0930586077601467
1: Study 7, c=0.80	1. CP	308	-1.2891854829248433	-1.2235464024791736
1: Study 7, c=0.80	1. CP	309	-0.7045821986575896	-1.4232040217208977
1: Study 7, c=0.80	1. CP	310	-2.221690511344824	-1.1983919722315999
1: Study 7, c=0.80	1. CP	311	-2.0074792013824863	-1.0945845628280517
1: Study 7, c=0.80	1. CP	312	-1.6218269786499306	-1.3048817420515615
1: Study 7, c=0.80	1. CP	313	-0.5710276399844176	-1.7863451941696882
1: Study 7, c=0.80	1. CP	314	-0.7041953875330201	-1.9187207927577012
1: Study 7, c=0.80	1. CP	315	-1.5486710147909668	-1.2717239462939844
1: Study 7, c=0.80	1. CP	316	-0.6324296767396143	-2.4174774466795492
1: Study 7, c=0.80	1. CP	317	-0.861141330692225	-1.1386879475771265
1: Study 7, c=0.80	1. CP	318	-1.3617030956556542	-1.5414031563032278
1: Study 7, c=0.80	1. CP	319	-0.7489784889175263	-1.8000142613556445
1: Study 7, c=0.80	1. CP	320	-1.3252462264062392	-0.9906353614258029
1: Study 7, c=0.80	1. CP	321	-0.01679354509851516	-2.660499788691621
1: Study 7, c=0.80	1. CP	322	-1.24933173876883	-1.2551611786469223
1: Study 7, c=0.80	1. CP	323	-0.4708420609703801	-1.937137443173096
1: Study 7, c=0.80	1. CP	324	-1.2566456645534183	-1.6082591599148581
1: Study 7, c=0.80	1. CP	325	-0.769555150241664	-2.0264166622834328
1: Study 7, c=0.80	1. CP	326	-0.5071052304316304	-1.2098704794705288
1: Study 7, c=0.80	1. CP	327	-0.6940742629244245	-2.0860358863533626
1: Study 7, c=0.80	1. CP	328	-0.47921032138022496	-1.2981545491509505
1: Study 7, c=0.80	1. CP	329	-1.097825822810393	-1.8855203427047151
1: Study 7, c=0.80	1. CP	330	-0.8976788359062948	-1.3649688426435456
1: Study 7, c=0.80	1. CP	331	-1.0304726181152046	-1.4243295994325647
1: Study 7, c=0.80	1. CP	332	-0.18221043029556128	-2.0352707950738513
1: Study 7, c=0.80	1. CP	333	-1.22735649199634	-1.3970725016604515
1: Study 7, c=0.80	1. CP	334	-1.5673421784883579	-1.4711658018363256
1: Study 7, c=0.80	1. CP	335	-1.4112149876239724	-1.3126870879129522
1: Study 7, c=0.80	1. CP	336	-1.5566572309895574	-1.5273817538491827
1: Study 7, c=0.80	1. CP	337	-1.484669643265622	-1.5122445528802242
1: Study 7, c=0.80	1. CP	338	-0.9626025655180934	-1.3573248537598064
1: Study 7, c=0.80	1. CP	339	-0.4948447367179454	-2.2750488694402065
1: Study 7, c=0.80	1. CP	340	-1.1724261256260056	-1.575693704061904
1: Study 7, c=0.80	1. CP	341	-1.349706305673683	-1.3667780997754562
1: Study 7, c=0.80	1. CP	342	-1.266970574497606	-1.7829710226283837
1: Study 7, c=0.80	1. CP	343	-0.7993727306915248	-1.9357041118110456
1: Study 7, c=0.80	1. CP	344	-0.8387558231582976	-1.8412187213364841
1: Study 7, c=0.80	1. CP	345	-0.9613603196375369	-1.6388731260125002
1: Study 7, c=0.80	1. CP	346	-0.9195186068386499	-1.644737533264005
1: Study 7, c=0.80	1. CP	347	-0.7265264734413786	-1.7156611828695847
1: Study 7, c=0.80	1. CP	348	-0.3753353218126029	-2.046441371989756
1: Study 7, c=0.80	1. CP	349	-0.7599188566805559	-2.1831082127831185
1: Study 7, c=0.80	1. CP	350	-0.15131542451215155	-1.9602462512758907
1: Study 7, c=0.80	1. CP	351	-0.7649609045883689	-1.655136489234405
1: Study 7, c=0.80	1. CP	352	-1.855481982173023	-1.3105677598965821
