time	mean_q05	mean_q50	mean_q95	prediction_q05	prediction_q95	sigma_q50
19.88	-0.24365331912306015	-0.09853142656071012	-0.005739858667509596	-65.41366263687567	82.49559540930461	48.15151489738933
20.34	-0.24681886873874445	-0.09712627970041052	-0.005268469715441945	-79.4861609123881	78.03301516611995	48.15659043470558
20.8	-0.24994119384839295	-0.09746888470916143	-0.003378527905310472	-80.34314656743175	81.53618457205707	48.160219642237216
21.26	-0.25267014442732677	-0.09662601233961535	-0.0015144583335581837	-83.51270217354427	87.46285831226402	48.16473143733301
21.72	-0.25503794315807077	-0.09631547881268214	-0.0011036956430145323	-72.61265665162831	83.89821204287232	48.170037550372555
22.18	-0.25704594298334693	-0.09601520631765934	-0.0005885038477230911	-93.73667816644486	76.24192874566752	48.176376691361114
22.64	-0.257826027354119	-0.09558464448275544	-7.835003879152927e-5	-79.53955257336331	82.85244694468007	48.18234331206531
23.1	-0.2575304541203483	-0.09436759024739695	0.0004685557975735116	-93.00761688950354	87.16525310409146	48.18669093866761
23.56	-0.25728961109445103	-0.09355221521184295	0.0012640209031366005	-82.08643277696707	82.30572434372309	48.19017840417809
24.02	-0.2590748806633373	-0.09250646166735427	0.0018036131427216994	-77.13497941719223	77.63244801132113	48.1941881504589
24.48	-0.2601752612357566	-0.09180467146290905	0.002340659666995065	-72.71398618355325	80.49376857309194	48.19820178085501
24.939999999999998	-0.2602166770587347	-0.09060625971922312	0.003099690082055007	-78.02578835781709	74.59028085094577	48.20411909623159
25.400000000000002	-0.2595144452259505	-0.08970167185185147	0.00323108184520829	-77.28283306825432	83.76423314439803	48.210435298070635
25.86	-0.2589767961821479	-0.08820441075826974	0.003189761078871279	-78.95297653689042	81.67535142434346	48.213776481269676
26.32	-0.2583118122333477	-0.08721707394172981	0.0034241495593392156	-80.17217612419667	72.73402672203471	48.214831503630045
26.779999999999998	-0.25663345979957897	-0.08621671828985597	0.003588204295299974	-79.18336147059642	70.31949365918709	48.21992049297041
27.240000000000002	-0.254445303172022	-0.08389612528360291	0.005961847897143306	-85.90320048326086	71.98765176188219	48.22452106984913
27.7	-0.25189292595342017	-0.08199143528714559	0.008310731437548149	-87.79613210442247	72.31379939397549	48.22902527597821
28.16	-0.2490194058246644	-0.08040509489522271	0.010327802780454002	-80.7467323973363	70.57264111062257	48.23355392802796
28.619999999999997	-0.24615401408972096	-0.07805115875338596	0.012737906006631043	-74.75249501069445	71.40948111663334	48.235997415575284
29.080000000000002	-0.2429087372556857	-0.07671389470195039	0.014791626759693859	-84.01927496688837	83.57008976088466	48.24084138130732
29.54	-0.2399099171396072	-0.07519313275141593	0.016749183205468275	-79.55879514341885	72.43996057089277	48.24527477192033
30.0	-0.23670836500035072	-0.07366668580042793	0.018599566678830025	-84.51729558183942	68.10400277869488	48.248115694514404
30.459999999999997	-0.23277721762315084	-0.07198268048975703	0.02036125558732106	-83.19175772390119	82.07733012679357	48.2485638948505
30.92	-0.22761407425859662	-0.07026289336730746	0.022537087449569792	-80.72156451880424	76.91440086588064	48.25028863848407
31.380000000000003	-0.22213039925182662	-0.06992784088141996	0.024458407266179275	-72.28165062598727	72.84987503149165	48.251015091926185
31.84	-0.217035621223395	-0.06852036855686428	0.026058357677286134	-82.48516285406632	81.57867201773607	48.24973455296656
32.3	-0.2116534890863748	-0.0681371137246064	0.02580331591264107	-83.08587878119805	82.5245027343424	48.25286882604177
32.760000000000005	-0.20506870212681796	-0.06840028748639065	0.026917984741003535	-77.82321658548753	71.42037855846826	48.256038832073564
33.220000000000006	-0.19839305764544615	-0.06835711719255769	0.02840351501124914	-83.12154604026674	84.04091950541684	48.259454661731844
33.68	-0.1920547528109754	-0.06765788895515483	0.030067930782322092	-87.12868891994258	75.43750067683695	48.26051080008479
34.14	-0.18601984064151175	-0.06673250616232358	0.03274205562085822	-74.76095829650315	76.17990472059708	48.26224411899346
34.6	-0.17954973479098738	-0.06705932843883732	0.033922843183654926	-83.26154423340006	86.87849362527186	48.26066230933749
35.06	-0.17266515667636342	-0.06696195968593216	0.034957839385308685	-85.9684768812996	76.18658584137864	48.262686346010135
35.519999999999996	-0.1655617762358747	-0.06592551646925028	0.035831826896520806	-76.8213998551118	69.66506662777091	48.2643745499319
35.980000000000004	-0.1582044631330906	-0.06544732307745318	0.03662935705923226	-81.2586151485601	76.57720449045756	48.26281456627626
36.440000000000005	-0.15066379930761475	-0.0655241696399125	0.03735269366824898	-75.9302895965847	76.7862489160692	48.25761423153993
36.9	-0.14299564656120003	-0.06550793442532107	0.038004563686858214	-84.01718314794326	80.57527091827444	48.25093711646451
37.36	-0.13509906403520058	-0.06536098866332604	0.03858814367803914	-82.49318265391527	74.65820633060626	48.244901802848375
37.82	-0.12616144614172362	-0.0646470725113823	0.03910704063419337	-76.29912326607858	75.02127169641554	48.23882077337805
38.28	-0.12019903395544233	-0.06288940362303723	0.039565267281650184	-79.0216659787952	79.19564787083465	48.232730216510305
38.74	-0.11539016598308847	-0.06360170100032268	0.03992615932579543	-80.0264796708446	75.3780637713192	48.226291787466074
39.199999999999996	-0.11210368329922504	-0.06074961166211527	0.038755864626029285	-84.09226790556384	73.9548966532741	48.21984662052874
39.660000000000004	-0.1125867915242102	-0.05820889688181548	0.03802000461748377	-73.1651943061615	89.76407717030787	48.2150180468702
40.120000000000005	-0.1134858451823251	-0.05496687991249047	0.03797855713710503	-83.65821335576993	68.35525372435313	48.21251540570333
40.58	-0.11407708823015666	-0.05271313995960403	0.03786295708613518	-79.48590216040618	74.97601329375065	48.21025808461755
41.04	-0.11502088215350374	-0.050788619194790434	0.03773501443946218	-80.08821184250002	80.98209112132304	48.209369130560816
41.5	-0.11638233805731653	-0.04889083583823714	0.037603522751372145	-79.68913303260575	80.34685660163233	48.210000092887135
41.96	-0.11812599989617452	-0.047353815015627077	0.03736119857844784	-81.63917758029848	75.53920392309698	48.20611450003709
42.42	-0.11977158727900397	-0.04436343976806456	0.03735851902818988	-77.89863339166382	77.28081204355077	48.206219537920994
42.88	-0.12127714242812293	-0.03930025307919839	0.04015807740205694	-80.57474441478853	76.21930575457293	48.20680025786619
43.34	-0.1227191175195936	-0.0357181653795849	0.04253469080284743	-82.52486834733529	82.09948532819618	48.2052480726519
43.800000000000004	-0.1240947795676468	-0.033694571277788576	0.04635366454950193	-76.78524251628923	68.456831932779	48.20324583036457
44.26	-0.1254015697443156	-0.03268244883270536	0.04971483485177793	-85.84097268405722	83.90655610754409	48.20645082346995
44.72	-0.12663707371266705	-0.030827292244413128	0.05328136045586101	-74.1220564894048	83.02112327954612	48.20392567414791
45.18	-0.12779899134566414	-0.02985630663659701	0.056890518545338456	-77.80792683935363	84.11802092909652	48.20322994922968
45.64	-0.13001927859198698	-0.028443256831450832	0.06063281934773715	-78.45544554529471	82.9025659009279	48.20236159176477
46.1	-0.13217903708493223	-0.02721862978401845	0.0639329499467557	-62.27723438498556	86.69239411111525	48.20056628869345
46.56	-0.1343594583313296	-0.026456459408046893	0.06742903999754896	-88.20054512120913	86.11875626808191	48.19812096578579
47.02	-0.13596087024168058	-0.026048809066246917	0.07387227035764873	-88.04824548938744	78.03372100045196	48.1967370258233
47.48	-0.1375281756010861	-0.025994415884085405	0.07675149536992562	-81.08364605660368	76.51361016913849	48.19625420615334
47.94	-0.13902906464573114	-0.02499216110347075	0.08091220473189768	-86.23749005191364	77.40818240037365	48.196904912933235
48.4	-0.1404193228889918	-0.023622112445006806	0.08659360389018314	-77.88348630718143	84.32764845754177	48.198689296466
48.86	-0.1413908353201144	-0.02236487404006763	0.09201583010735563	-78.01552951581957	84.02382719910393	48.20039373769702
49.32	-0.14179944626245714	-0.021247086731829196	0.09575489453959692	-75.98426391516655	82.13713996961191	48.20212243265073
49.78	-0.14211899723031554	-0.02017575673408454	0.10104733828117798	-80.44891194323455	82.00317204904835	48.20414517632786
50.24	-0.14234229269235277	-0.019317149596315412	0.10649834606710949	-76.95097655577445	66.47596856185638	48.20645111831858
50.7	-0.14243289555050415	-0.018569279870816427	0.11199951367800218	-77.01395265553931	83.70386770707232	48.20902763954464
51.16	-0.14242433547354674	-0.018365546350244608	0.11668165701892669	-80.5941116776774	72.23475819832572	48.21186044934197
51.62	-0.14231288758323327	-0.018217486512237736	0.1212899900364034	-84.35811844592375	76.81200594929206	48.21527602821521
52.080000000000005	-0.14257006706860284	-0.017508391152545214	0.12553373370393842	-76.8596125245214	79.15958208295145	48.21965942399629
52.54	-0.14341916500698934	-0.01672964727977314	0.12924629017314032	-75.73872322998949	85.73356160087849	48.22330851302527
53.00000000000001	-0.1440789538745373	-0.015998323665142006	0.13287998059877118	-83.47024321267045	72.3746359061231	48.22561596552447
53.46	-0.14413845537439837	-0.01574885998276127	0.136139240781747	-83.01095073953874	75.21863447573485	48.22806056258001
53.92	-0.1435273924427061	-0.014794267146178052	0.13894379839699286	-85.40484776405606	72.82895757978994	48.230283733988244
54.38	-0.1427548515405801	-0.01442505832457277	0.14136230101361147	-90.64317828213086	68.63068864634594	48.233619730300006
54.839999999999996	-0.1418113442207693	-0.014318921110021757	0.14365679263289	-82.80538289369993	90.71357195645007	48.23542368073799
55.3	-0.14072112981748847	-0.014357071022104786	0.1453789475116843	-68.45882020719455	83.28168053071234	48.23736521124229
55.760000000000005	-0.13947952063686098	-0.014159623762463753	0.14691928704175686	-80.69166308812088	84.06425323865656	48.23928636306491
56.22	-0.13808193003340258	-0.013998809449563715	0.14818744340578405	-79.25372630917822	78.92549356399469	48.24133990901345
56.68000000000001	-0.1365239215835857	-0.013852734125983979	0.1486881161914545	-73.93703597022171	76.06365335488206	48.242983538027744
57.14	-0.134801259980213	-0.013671479760190512	0.14876344142889836	-83.9963142126449	84.60436551599997	48.243767733590964
57.6	-0.13302331963550346	-0.01345645065836051	0.1482949739246227	-81.15921084190008	79.96079658790751	48.24572624388446
