"subj","trial","load","p_size"
702,110,3,1666.68574199806
702,111,4,1658.67172167707
702,112,1,1777.40622009569
702,113,0,1529.14495985727
702,114,2,1662.37678571429
702,115,0,1608.85071301248
702,116,4,1593.72281639929
702,117,5,1666.363717605
702,118,3,1704.33377896613
702,119,1,1750.12098214286
702,120,2,1685.69821428571
703,1,1,1709.45790458372
703,2,2,1558.67528991971
703,3,3,1031.27098214286
703,4,5,1096.56116071429
703,5,4,897.287756925827
703,6,0,787.685383244207
703,7,3,821.739052725648
703,8,1,1216.35816235504
703,9,4,1418.81534344335
703,10,0,1218.57308377897
703,11,2,1540.55133928571
703,12,5,1753.9584078712
703,13,0,1562.17335115865
703,14,5,1825.28954423592
703,15,4,1790.44012511171
703,16,3,1606.35223214286
703,17,1,1413.66116071429
703,18,2,1480.16458519179
703,19,3,1481.13057040998
703,20,0,1195.87901785714
703,21,1,1381.31700801425
703,22,5,1516.80500894454
703,23,2,1529.69234194123
703,24,4,1813.89490161002
703,25,0,1892.7225691347
703,26,1,1745.78660714286
703,27,4,1714.41992882562
703,28,2,1806.56294642857
703,29,5,1872.84536541889
703,30,3,1695.28010704728
703,31,1,1645.15133928571
703,32,0,1855.73728813559
703,33,4,1843.4745308311
703,34,5,1811.9
703,35,2,1780.69017857143
703,36,3,1785.3143365984
703,37,1,1696.09786476868
703,38,2,1782.19357716325
703,39,0,1712.58303571429
703,40,4,1842.78060768543
703,41,5,1800.5
703,42,3,1942.97147950089
703,43,0,1735.95889186774
703,44,5,1721.36473214286
703,45,1,1689.01204281891
703,46,3,1819.72370766488
703,47,2,1718.10947274352
703,48,4,1840.95636687444
703,49,1,1715.85918003565
703,50,2,1577.63047363718
703,51,5,1911.37767857143
703,52,0,2053.53883928571
703,53,4,2090.12076648841
703,54,3,2073.42959001783
703,55,4,1792.44910714286
703,56,0,1954.33571428571
703,57,1,1825.40401785714
703,58,3,1902.12979482605
703,59,5,2094.11809269162
703,60,2,1916.38382484361
703,61,1,1983.12723214286
703,62,4,1894.68571428571
703,63,0,2038.23348214286
703,64,5,1835.74242424242
703,65,2,1938.96167557932
703,66,3,1823.68096514745
703,67,0,1986.27029438002
703,68,3,2026.12555853441
703,69,1,2098.42201426025
703,70,4,2174.04786729858
703,71,5,2247.84553571429
703,72,2,2150.60434372049
703,73,5,2185.95454545455
703,74,4,2217.84255129349
703,75,3,2147.52228163993
703,76,2,1996.4317573595
703,77,0,1975.86940966011
703,78,1,2101.58474576271
703,79,5,2064.70507117438
703,80,1,1952.77118644068
703,81,3,2038.53158362989
703,82,4,2099.709375
703,83,2,2152.38169642857
703,84,0,1930.90669642857
703,85,4,2143.07110912343
703,86,3,2126.01066666667
703,87,2,2076.14559216385
703,88,1,2087.72301516503
703,89,0,2408.25754716981
703,90,5,2103.53339269813
703,91,0,2108.43106704438
703,92,2,2080.2873100983
703,93,3,2234.30607685433
703,94,4,2136.25400355872
703,95,5,2173.93236714976
703,96,1,2085.30406043437
703,97,4,2087.20320855615
703,98,0,2032.12890276539
703,99,2,2147.46360153257
703,100,5,2202.75939177102
703,101,3,2201.51921358356
703,102,1,2247.38680926916
703,103,0,2050.42016057092
703,104,5,2223.71275646744
703,105,4,2202.82961641392
703,106,3,2169.83928571429
703,107,2,2136.48887900356
703,108,1,2212.97589285714
703,109,3,2290.92232142857
703,110,1,2278.53446647781
703,111,0,2116.88814616756
703,112,4,2236.44196428571
703,113,2,2171.9011627907
703,114,5,2182.21772039181
703,115,1,2113.7181088314
703,116,0,2157.22638146168
703,117,3,2237.71983914209
703,118,4,2208.29330357143
703,119,5,2181.75489323843
703,120,2,2169.98486197685
704,1,4,5079.07301869991
704,2,3,4925.41049085659
704,3,1,4645.42475512021
704,4,5,5029.1677074041
704,5,2,4977.97903657449
704,6,0,4388.85815939279
704,7,1,4678.36387900356
704,8,5,4953.82546749777
704,9,2,4779.44449626866
704,10,3,4915.39358860196
704,11,0,4594.95479962721
704,12,4,4871.7375
704,13,2,4943.06945681211
704,14,3,4882.80782918149
704,15,4,4882.58852313167
704,16,1,4539.18714821764
704,17,5,5200.15271593945
704,18,0,4464.52926829268
704,19,1,4647.33259127338
704,20,5,5114.82483474976
704,21,2,5035.29608192342
704,22,3,5204.94795373666
704,23,0,4380.82637655417
704,24,4,5210.57219251337
704,25,3,5023.39670525378
704,26,1,5102.30714285714
704,27,0,4992.99021352313
704,28,2,4495.06880301602
704,29,4,5129.49421193232
704,30,5,5082.41042780749
704,31,0,4666.16714836223
704,32,5,5128.12333036509
704,33,4,5085.29225978648
704,34,1,4638.12676720075
704,35,3,4997.91147686833
704,36,2,5047.20881567231
704,37,3,5000.15106951872
704,38,5,5090.10347903657
704,39,1,4949.61966192171
704,40,0,5078.50534759358
704,41,4,5133.16165413534
704,42,2,5170.60962566845
704,43,4,5106.62546992481
704,44,2,5082.18108831401
704,45,0,4935.14285714286
704,46,5,5251.0303030303
704,47,3,5182.75822222222
704,48,1,4740.75422974176
704,49,2,4950.87644959857
704,50,1,4496.64444444444
704,51,4,5066.22484416741
704,52,3,5023.96930604982
704,53,5,5168.26046304541
704,54,0,4815.32053571429
704,55,5,5276.43360071301
704,56,2,5084.94957587182
704,57,4,5056.77406417112
704,58,1,4793.92067736185
704,59,3,4960.22346119536
704,60,0,4423.37700534759
704,61,1,4934.66147686833
704,62,3,5023.51335707925
704,63,4,5191.71377777778
704,64,2,4926.44790739092
704,65,5,5287.53832442068
704,66,0,4707.50667853963
704,67,1,5326.38057040998
704,68,0,4596.33837934105
704,69,3,5042.57651245552
704,70,5,5204.01513802315
704,71,2,4797.87687265918
704,72,4,4977.53205699021
704,73,1,5050.49108734403
704,74,2,4894.69973309609
704,75,5,5151.16012488849
704,76,3,5165.46170970614
704,77,0,5008.55342831701
704,78,4,4984.61788256228
704,79,3,5047.08794642857
704,80,2,4682.29252003562
704,81,1,4910.33615316118
704,82,5,4907.60494402985
704,83,4,4934.42698130009
704,84,0,4868.51876675603
704,85,3,5137.44875222816
704,86,1,4872.07613535174
704,87,4,5049.91540516474
704,88,0,4967.04444444444
704,89,2,5291.56361209964
704,90,5,5267.671875
704,91,1,4952.02718360071
704,92,2,4873.34032114184
704,93,3,5117.65213523132
704,94,5,5292.96833184657
704,95,4,5129.98248106061
704,96,0,5218.78055307761
704,97,1,5145.04906333631
704,98,0,4877.52980427046
704,99,3,5181.77207850134
704,100,2,5112.3278322926
704,101,5,5140.5320855615
704,102,4,5187.91698113208
704,103,0,4932.68465655665
704,104,3,5303.55659536542
704,105,5,5151.626114082
704,106,1,5422.4274911032
704,107,4,5244.16162065895
704,108,2,5180.3303650935
704,109,0,5139.784
704,110,3,5106.81595365419
704,111,2,5259.28844444444
705,1,2,5068.72516875603
705,2,0,4821.22974176313
705,3,1,4799.72528940338
705,4,4,4990.87254901961
705,5,3,4805.05772994129
705,6,5,4914.15733333333
705,7,1,4646.71984805318
705,8,5,4776.60507569012
705,10,0,4781.27085285848
705,11,4,4848.74021352313
705,12,2,4873.5308988764
705,13,1,4387.65035587189
705,14,2,4564.9059714795
705,15,5,4540.24662162162
705,16,3,4528.54598214286
705,17,0,4355.83893557423
705,18,4,4549.96349065004
705,19,2,4388.33333333333
705,20,5,4380.60062333037
705,21,4,4630.4937439846
705,22,0,4457.62722419929
705,23,1,4548.49607458292
705,24,3,4547.09366636931
705,25,4,4240.01185958254
705,26,2,4211.48508180943
705,27,5,4204.74068627451
705,28,1,4277.76916221034
705,29,3,4257.53414634146
705,30,0,4195.94479073909
705,31,3,4337.72448015123
705,32,1,4018.59964412811
705,33,5,4323.88331854481
705,34,2,4148.98464491363
705,35,4,4281.99241748439
705,36,0,4079.84200567644
705,37,2,4130.29073909172
705,38,0,3875.42933723197
705,39,4,4229.11373773417
705,40,3,4046.23843248347
705,41,1,4114.30758928571
705,42,5,4102.99854791868
705,43,2,4269.50133333333
705,44,4,4380.16747809153
705,45,5,4413.65909090909
705,46,1,4322.86932938856
705,47,0,3852.36877224199
705,48,3,4236.86007827789
705,49,1,3949.49110320285
705,50,0,3939.15034280118
705,51,5,4075.64616755793
705,52,2,4067.40359168242
705,53,4,4099.5787366548
705,54,3,4121.10404624277
705,75,4,4161.90531716418
705,76,3,3960.815625
705,77,1,3962.31813819578
705,78,0,3705.15316117542
705,79,5,4117.61603773585
705,80,3,4123.15254237288
705,81,0,3669.99465240642
705,82,2,3904.37524366472
705,83,1,3948.77644444444
705,84,4,4037.19024390244
705,85,3,3883.58993766696
705,86,4,3880.46625475285
705,87,1,3853.89982190561
705,88,5,4008.35135135135
705,89,0,3749.60409252669
705,90,2,3995.24435028249
705,91,1,3745.37722419929
705,92,0,3683.88454706927
705,93,5,4112.0927734375
705,94,4,3779.98260481713
705,95,2,4205.31272241993
705,96,3,3922.0527589545
705,97,0,4041.49911032028
705,98,4,3923.10962566845
705,99,3,3885.4816955684
705,100,2,4174.69111111111
705,101,5,4258.96088888889
705,102,1,4199.56767586821
705,103,2,4232.8232413179
705,104,1,4057.537299339
705,105,4,3842.63080357143
705,106,0,4019.03274682307
705,107,3,4059.96743978591
705,108,5,4233.12288512912
705,109,4,4227.51353874883
705,110,5,4211.51868327402
705,111,1,4232.76803205699
705,112,0,3848.05300187617
705,113,3,4076.86583184258
705,114,2,3962.15285714286
705,115,3,4001.44746215494
705,116,2,4109.79920212766
705,117,1,4083.788
705,118,0,4343.59285714286
705,119,4,4396.20933333333
705,120,5,4236.61830357143
706,1,5,6112.73946360153
706,2,3,6035.84982174688
706,3,1,6060.5711627907
706,4,0,5759.87834224599
706,5,2,5980.70792520036
706,6,4,6075.43021032505
706,7,0,5774.00578291815
706,8,3,5980.97951914515
706,9,1,5992.58574181118
706,10,4,6119.84505788068
706,11,5,5909.58021133525
706,12,2,5972.97108540925
706,13,5,5885.79188948307
706,14,2,5693.76048171276
706,15,3,5621.60711111111
706,16,4,5902.92825311943
706,17,0,5161.14507542147
706,18,1,5650.56361209964
706,19,4,5799.42876224399
706,20,0,5545.46837209302
706,21,2,5447.16370106762
706,22,5,5730.99554764025
706,23,3,5607.38612099644
706,24,1,5501.34
706,25,4,5790.47642348754
706,26,3,5472.52096342551
706,27,0,5153.15803571429
706,28,2,5559.28336298932
706,29,5,5839.29010695187
706,30,1,5161.14228367529
706,31,5,5361.47642348754
706,32,2,5446.64203027605
706,33,0,5288.30909901873
706,34,4,5529.60952804987
706,35,1,5322.70914742451
706,36,3,5609.39616755793
706,37,0,5517.40374331551
706,38,5,5371.57918149466
706,39,4,5725.98305084746
706,40,3,5722.49241748439
706,41,1,5518.04848754448
706,42,2,5720.26069518717
706,43,1,5591.55693950178
706,44,5,5566.28125
706,45,2,5620.01157613535
706,46,0,5281.22468916519
706,47,4,5514.04363312556
706,48,3,5575.86743772242
706,49,4,5672.55347593583
706,50,3,5410.54407836153
706,51,0,5832.22147950089
706,52,5,5789.96482635797
706,53,1,5397.39234875445
706,54,2,5652.87020517395
706,55,3,5092.15364120781
706,56,4,5297.62667261374
706,57,1,5461.34608540925
706,58,2,5270.04719501336
706,59,5,5228.0656424581
706,60,0,5258.04853072128
706,61,5,5296.59848484848
706,62,4,5718.42564559216
706,63,0,5484.1953125
706,64,1,5337.49111111111
706,65,3,5126.88859180036
706,66,2,5503.44790739092
706,67,4,5586.43878462913
706,68,1,5126.23864648264
706,69,2,5470.82339857651
706,70,5,5771.43694493783
706,71,0,5030.78666666667
706,72,3,5163.148
706,73,5,5249.19288888889
706,74,4,5323.45896520963
706,75,3,5602.10008896797
706,76,0,5441.40160284951
706,77,2,5572.75
706,78,1,5631.65644444444
706,79,4,5904.05644444444
706,80,1,5254.8054318789
706,81,5,5549.8161175423
706,82,0,5358.40803571429
706,83,2,5764.61675579323
706,84,3,5265.41445427729
706,85,5,6006.63490650045
706,86,3,5689.26426024955
706,87,4,5715.0298573975
706,88,2,5474.08642578125
706,89,0,5394.90302491103
706,90,1,5419.42818911686
706,91,2,5748.23330365094
706,92,3,5774.57359500446
706,93,1,5426.636485281
706,94,0,5453.7685102587
706,95,5,5691.45280498664
706,96,4,5646.99688334817
706,97,5,5766.22872340426
706,98,2,5673.98573975045
706,99,4,5707.38023152271
706,100,0,5451.07288629738
706,101,1,5753.00177619893
706,102,3,5842.83957219251
706,103,4,5706.98797862867
706,104,3,5946.6165480427
706,105,0,5735.93505338078
706,106,1,5755.50133451957
706,107,2,6129.55976806423
706,108,5,6052.97903657449
706,109,2,6089.06539145907
706,110,3,6107.24309884239
706,111,1,5903.82991985752
706,112,0,5584.636485281
706,113,4,5972.3462657614
706,114,5,6015.54973357016
706,115,1,5853.49866666667
706,116,0,5956.28113879004
706,117,3,6346.0953654189
706,118,4,6285.71677074041
706,119,2,6134.16280107047
706,120,5,6447.76601423488
707,1,4,5916.18003913894
707,2,2,5502.09759358289
707,3,0,5579.8373605948
707,4,1,5740.70963425513
707,5,3,5792.51788908766
707,6,5,5653.03491620112
707,7,0,5472.45093666369
707,8,1,5555.58815672306
707,9,2,5286.65285204991
707,10,4,5494.36952636282
707,11,3,5697.76067615658
707,12,5,5481.34266409266
707,13,3,5448.83437779767
707,14,1,5430.10606060606
707,15,0,5122.87800534283
707,16,4,5466.23585810163
707,17,5,5519.00800711744
707,18,2,5534.89003759398
707,19,3,5484.69830659537
707,20,0,5295.22802734375
707,21,1,5580.86788256228
707,22,2,5367.83556149733
707,23,4,5481.71785714286
707,24,5,5678.90338379341
707,25,0,5193.438057041
707,26,5,5437.35
707,27,3,5567.33971504898
707,28,1,5325.82269155206
707,29,4,5896.70409982175
707,30,2,5751.51517857143
707,31,0,5311.44073083779
707,32,2,5780.82260947274
707,33,5,5484.82177777778
707,34,1,5524.19217081851
707,35,3,5738.01733333333
707,36,4,5822.66607142857
707,37,3,5777.96830357143
707,38,2,5416.93455031167
707,39,5,5381.80642283675
707,40,4,5127.24028436019
707,41,1,5730.5262455516
707,42,0,5555.32709447415
707,43,2,5519.89670525378
707,44,0,4639.98780487805
707,45,5,5357.93226381462
707,46,3,5184.10284951024
707,47,4,5480.59455587393
707,48,1,5349.67869875223
707,49,5,5572.63565891473
707,50,4,5681.90259159964
707,51,0,5119.78686327078
707,52,3,5061.66061452514
707,53,1,5543.9732381802
707,54,2,5813.44429590018
707,55,4,5788.92488888889
707,56,5,5134.6327077748
707,57,1,5305.40361445783
707,58,3,5404.10418521817
707,59,2,5227.19652406417
707,60,0,4782.90900981267
707,61,1,4768.25858684985
707,62,5,5422.53705357143
707,63,4,5229.64362176628
707,64,0,5187.59980713597
707,65,2,5481.06672597865
707,66,3,5278.11840929401
707,67,5,5481.8453976765
707,68,1,5602.41436217663
707,69,4,5667.05369458128
707,70,0,5227.96956132498
707,71,2,5477.13752455796
707,72,3,5498.79794826048
707,73,1,5397.0580875782
707,74,4,5249.75848214286
707,75,2,5499.82126899017
707,76,0,5296.74019607843
707,77,3,5210.58742194469
707,78,5,5400.01917930419
707,79,4,5467.63607878245
707,80,1,5051.15777777778
707,81,0,5249.14666666667
707,82,2,5572.28952473327
707,83,3,5527.66071428571
707,84,5,5734.04537366548
707,85,1,5475.77629233512
707,86,4,5647.62410714286
707,87,5,5753.97261567516
707,88,3,5390.78914590747
707,89,0,5476.5810546875
707,90,2,5462.92908117752
707,91,4,5773.51919642857
707,92,1,5580.96044444444
707,93,2,5496.6673151751
707,94,0,5078.5816235504
707,95,5,5783.01911111111
707,96,3,5657.80988423865
707,97,4,5720.41470311027
707,98,5,6050.69288888889
707,99,1,5691.14336598397
707,100,2,6058.87877358491
707,101,3,5872.74331550802
707,102,0,5361.807357212
707,103,5,5693.92876224399
707,104,2,5531.43683274021
707,105,4,5546.88625592417
707,106,3,5982.32948490231
707,107,1,5532.35247432306
707,108,0,5614.2196969697
707,109,1,5735.96119842829
707,110,2,5913.93226381462
707,111,3,6068.60918003565
707,112,5,5994.96442495127
707,113,0,4709.45811051693
707,114,4,6073.04233511586
707,115,0,6105.53978906999
707,116,5,5964.13921217547
707,117,4,5989.52232142857
707,118,3,6019.2459485224
707,119,1,6146.63660714286
707,120,2,5960.55688888889
708,1,3,5577.3978805395
708,2,1,5311.28297682709
708,3,2,5505.23042704626
708,4,4,5621.92882562278
708,5,0,4817.16978609626
708,6,5,5711.82894736842
708,7,2,5386.42304270463
708,8,0,4879.08771148709
708,9,5,5307.06272241993
708,10,3,5367.48309859155
708,11,1,5079.09919928826
708,12,4,5317.08689839572
708,13,1,5294.14005352364
708,14,4,5204.1678539626
708,15,5,5503.15702846975
708,16,0,4789.13636363636
708,17,2,5415.75602140946
708,18,3,5059.61620658949
708,19,1,4996.69241071429
708,20,4,5179.6599642538
708,21,2,5098.72569134701
708,22,3,4683.97417631345
708,23,5,5291.91903914591
708,24,0,5111.97593582888
708,25,2,5301.05971479501
708,26,1,5339.89741302409
708,27,4,5229.29448398577
708,28,5,5429.54537366548
708,29,0,5072.21581769437
708,30,3,5039.46721311475
708,31,0,4695.79188948307
708,32,3,4892.545941124
708,33,5,4806.12010676157
708,34,4,5038.68656716418
708,35,1,4386.90418894831
708,36,2,4808.27142857143
708,37,4,4873.50843694494
708,38,5,5382.5702775291
708,39,2,5002.02142857143
708,40,0,4493.13458110517
708,41,1,5560.94961612284
708,42,3,5546.76833631485
708,43,2,5317.51737967914
708,44,3,5237.92756349953
708,45,4,4943.28272484417
708,46,1,4740.07894736842
708,47,5,5122.45951957295
708,48,0,4269.71777777778
708,49,1,5368.12366071429
708,50,3,5381.5409252669
708,51,0,5309.68092691622
708,52,4,5341.66770462633
708,53,2,5196.21225577265
708,54,5,5235.87399463807
708,55,2,5471.33689839572
708,56,1,5220.02542372881
708,57,4,5495.23456790123
708,58,5,5387.4406779661
708,59,3,5385.30436720143
708,60,0,4568.90444444444
708,61,3,5371.34857142857
708,62,4,5093.02715939448
708,63,1,5188.95584299732
708,64,2,5389.88124410933
708,65,5,5272.60080285459
708,66,0,5157.73769024172
708,67,2,5288.78356031128
708,68,4,5218.72771836007
708,69,3,5312.10115864528
708,70,1,5315.5195903829
708,71,5,5441.24309884239
708,72,0,4800.91464597478
708,73,4,5493.24131789849
708,74,5,4824.58199643494
708,75,3,5388.61313518696
708,76,1,4932.8233719893
708,77,2,5278.15735294118
708,78,0,5486.62655971479
708,79,4,5556.58616071429
708,80,0,5525.86152416357
708,81,3,5467.75423728814
708,82,5,2906.03918076581
708,83,1,5455.02096342551
708,84,2,5567.04456327986
708,85,1,5189.78590544157
708,87,3,5003.63661971831
708,88,5,4965.4804096171
708,89,2,5257.22039180766
708,90,0,5184.25734639359
708,91,5,4993.57263814617
708,92,0,4470.74017857143
708,93,2,4812.57648725212
708,94,1,4981.85982142857
708,95,4,5080.85918003565
708,96,3,4694.28832442068
708,97,1,4798.30330062444
708,98,0,4963.56026785714
708,99,5,4949.07703213611
708,100,4,4951.37655971479
708,101,3,4793.08563782337
708,102,2,5053.44638069705
708,103,4,5099.72191272052
708,104,5,4782.5124666073
708,105,0,4591.30427046263
708,106,1,5072.16785079929
708,107,2,4726.36363636364
708,108,3,5047.17869875223
708,109,2,4741.95008912656
708,110,0,4769.79118432769
708,111,4,5160.564
708,112,3,4936.73550401427
708,113,5,4912.34670231729
708,114,1,5354.53386809269
708,115,4,5082.53612845674
708,116,0,4783.57091882248
708,117,5,5004.07493309545
708,118,3,5082.6500445236
708,119,2,4924.89838854073
708,120,1,4937.39419642857
709,1,4,5081.49276759884
709,2,3,5012.68104982206
709,3,1,4832.20476190476
709,4,2,4697.84879571811
709,5,5,4626.78836987607
709,6,0,4299.35574354408
709,7,5,4648.95777777778
709,8,4,4431.66812865497
709,9,2,4631.01914514693
709,10,3,4404.62789661319
709,11,0,4483.10704727922
709,12,1,4381.88101604278
709,13,0,4688.15864527629
709,14,1,4555.12048780488
709,15,5,4594.83688888889
709,16,4,4721.40571939231
709,17,2,4525.48842386465
709,18,3,4683.72847358121
709,19,1,4501.7179144385
709,20,5,4600.8603646833
709,21,0,4628.19849023091
709,22,2,4837.25210084034
709,23,3,4627.39483065954
709,24,4,4728.59982174688
709,25,5,4716.26645907473
709,26,2,4643.36629001883
709,27,4,4763.18788958148
709,28,0,4661.58991436727
709,29,3,4664.4367201426
709,30,1,4747.19919786096
709,31,3,4730.15017825312
709,32,2,4599.12702188392
709,33,0,4741.18861209964
709,34,1,4755.03959074733
709,35,4,4678.41357421875
709,36,5,4804.57346393589
709,37,4,4751.01911111111
709,38,0,4674.20205799813
709,39,2,4810.42482206406
709,40,5,4713.8605313093
709,41,3,4620.31639928699
709,42,1,4736.93677649154
709,43,4,4771.4686940966
709,45,5,4440.02073515551
709,46,3,4472.09786821705
709,47,0,4343.59759358289
709,48,2,4468.73087188612
709,49,3,4285.73407335907
709,50,0,4330.50133451957
709,51,4,4201.16443850267
709,52,2,4171.63591800357
709,53,1,4127.57085561497
709,54,5,4313.78044444444
709,55,2,4183.52228163993
709,56,0,4375.05926916221
709,57,1,4155.99154051647
709,58,5,4236.11219946572
709,59,4,4097.42171481827
709,60,3,4320.41480820696
709,61,5,4267.44023193577
709,62,1,4218.97905525847
709,63,3,4184.57524487979
709,64,2,4302.61887800534
709,65,0,4158.28099910794
709,66,4,4098.11764705882
709,67,0,4249.23881932022
709,68,3,4120.74
709,69,4,4248.28005342832
709,70,2,4160.76252408478
709,71,5,4144.64323843416
709,72,1,4225.1803205699
709,73,2,4150.46438112199
709,74,5,4221.9164432529
709,75,3,4360.82991985752
709,76,4,4106.31226415094
709,77,0,4182.88279857398
709,78,1,4119.2531769306
709,79,4,4108.34763181412
709,80,0,4211.61866028708
709,81,3,4294.43900267142
709,82,5,4202.77703306524
709,83,1,4178.13886424135
709,84,2,4068.67885816236
709,85,3,4204.94924309884
709,86,4,4227.10037700283
709,87,0,4221.98305084746
709,88,2,4270.01690391459
709,89,5,4284.77544642857
709,90,1,4120.96657754011
709,91,4,4204.23847601129
709,92,3,4316.76622222222
709,93,0,4269.45773979107
709,94,5,4266.5632798574
709,95,2,4284.56741071429
709,96,1,4442.33273862623
709,97,2,4326.76567020251
709,98,3,4179.1211556384
709,99,0,4013.47864768683
709,100,4,4224.99906103286
709,101,1,4196.88824577026
709,102,5,4286.13713268032
709,103,4,4188.94444444444
709,104,3,4112.17290552585
709,105,0,4275.89206066013
709,106,2,3955.04804270463
709,107,1,4144.4
709,108,5,4182.55921638468
709,109,2,4043.11130899377
709,110,0,4117.95142602496
709,111,1,4034.42573320719
709,112,4,4006.38879003559
709,113,3,4029.21460373998
709,114,5,3970.84076717217
709,115,3,4045.77699530516
709,116,2,3986.76604278075
709,117,0,3902.39393939394
709,118,5,4057.26273458445
709,119,1,3937.39848619768
709,120,4,4049.5274566474
710,1,4,5429.70392156863
710,2,0,5130.40401785714
710,3,5,5498.07595526561
710,5,3,6967.99063116371
710,6,1,6868.89581478183
710,7,5,7199.30089285714
710,8,4,7477.44568380213
710,9,3,6522.11843276937
710,10,0,5974.9337524178
710,11,2,5179.65477252453
710,12,1,5330.01379003559
710,13,4,4975.17691622103
710,14,5,5406.18605769231
710,15,2,6404.41443850267
710,16,0,6244.80821917808
710,17,1,6699.84625668449
710,18,3,7192.75555555556
710,19,2,6265.70563380282
710,20,1,5856.13587921847
710,21,0,5029.16651162791
710,22,5,5105.69843597263
710,23,4,5158.80347593583
710,24,3,5134.20452403393
710,25,4,5101.49420677362
710,26,5,5070.43443354148
710,27,1,5106.49151785714
710,28,2,5085.66844919786
710,29,0,5051.90357142857
710,30,3,5463.82813891362
710,31,2,5505.19652406417
710,32,3,5190.82308377897
710,33,1,4952.12535079514
710,34,5,5010.16726137377
710,35,0,4981.98831775701
710,36,4,5081.44246208742
710,37,5,5092.26915520629
710,38,2,5064.37254901961
