subj,trial,load,p_size
704,74,2,4894.6997330960858
704,75,5,5151.1601248884926
704,76,3,5165.4617097061446
704,77,0,5008.5534283170082
704,78,4,4984.6178825622774
704,79,3,5047.0879464285717
704,80,2,4682.2925200356185
704,81,1,4910.3361531611754
704,82,5,4907.6049440298511
704,83,4,4934.4269813000892
704,84,0,4868.5187667560322
704,85,3,5137.4487522281643
704,86,1,4872.0761353517364
704,87,4,5049.9154051647374
704,88,0,4967.0444444444447
704,89,2,5291.5636120996442
704,90,5,5267.671875
704,91,1,4952.0271836007132
704,92,2,4873.3403211418372
704,93,3,5117.6521352313166
704,94,5,5292.9683318465659
704,95,4,5129.982481060606
704,96,0,5218.7805530776095
704,97,1,5145.049063336307
704,98,0,4877.5298042704626
704,99,3,5181.772078501338
704,100,2,5112.3278322925962
704,101,5,5140.5320855614973
704,102,4,5187.9169811320753
704,103,0,4932.6846565566457
704,104,3,5303.5565953654186
704,105,5,5151.6261140819961
704,106,1,5422.4274911032026
704,107,4,5244.1616206589497
704,108,2,5180.3303650934995
704,109,0,5139.7839999999997
704,110,3,5106.8159536541889
704,111,2,5259.2884444444444
705,1,2,5068.7251687560274
705,2,0,4821.2297417631344
705,3,1,4799.7252894033836
705,4,4,4990.8725490196075
705,5,3,4805.0577299412917
705,6,5,4914.1573333333336
705,7,1,4646.7198480531815
705,8,5,4776.6050756901159
705,10,0,4781.2708528584817
705,11,4,4848.7402135231314
705,12,2,4873.5308988764045
705,13,1,4387.6503558718859
705,14,2,4564.9059714795012
705,15,5,4540.2466216216217
705,16,3,4528.5459821428567
705,17,0,4355.8389355742293
705,18,4,4549.9634906500442
705,19,2,4388.333333333333
705,20,5,4380.6006233303651
705,21,4,4630.4937439846008
705,22,0,4457.6272241992883
705,23,1,4548.4960745829248
705,24,3,4547.0936663693128
705,25,4,4240.0118595825425
705,26,2,4211.4850818094319
705,27,5,4204.7406862745102
705,28,1,4277.7691622103384
705,29,3,4257.5341463414634
705,30,0,4195.9447907390913
705,31,3,4337.7244801512288
705,32,1,4018.5996441281141
705,33,5,4323.8833185448093
705,34,2,4148.9846449136276
705,35,4,4281.9924174843891
705,36,0,4079.8420056764426
705,37,2,4130.2907390917189
705,38,0,3875.4293372319689
705,39,4,4229.1137377341656
705,40,3,4046.2384324834748
705,41,1,4114.3075892857141
705,42,5,4102.9985479186835
705,43,2,4269.5013333333336
705,44,4,4380.1674780915291
705,45,5,4413.659090909091
705,46,1,4322.8693293885599
705,47,0,3852.3687722419927
705,48,3,4236.8600782778867
705,49,1,3949.4911032028472
705,50,0,3939.1503428011752
705,51,5,4075.6461675579321
705,52,2,4067.4035916824196
705,53,4,4099.5787366548038
705,54,3,4121.1040462427745
705,75,4,4161.905317164179
705,76,3,3960.8156250000002
705,77,1,3962.3181381957775
705,78,0,3705.1531611754231
705,79,5,4117.6160377358492
705,80,3,4123.1525423728817
705,81,0,3669.9946524064171
705,82,2,3904.3752436647173
705,83,1,3948.7764444444442
705,84,4,4037.1902439024389
705,85,3,3883.5899376669636
705,86,4,3880.4662547528519
705,87,1,3853.8998219056098
705,88,5,4008.3513513513512
705,89,0,3749.6040925266902
705,90,2,3995.2443502824858
705,91,1,3745.3772241992883
705,92,0,3683.8845470692718
705,93,5,4112.0927734375
705,94,4,3779.9826048171276
705,95,2,4205.3127224199288
705,96,3,3922.0527589545013
705,97,0,4041.4991103202847
705,98,4,3923.1096256684491
705,99,3,3885.4816955684009
705,100,2,4174.6911111111112
705,101,5,4258.9608888888888
705,102,1,4199.5676758682102
705,103,2,4232.8232413178985
705,104,1,4057.5372993389992
705,105,4,3842.6308035714287
705,106,0,4019.0327468230694
705,107,3,4059.9674397859053
705,108,5,4233.122885129118
705,109,4,4227.5135387488326
705,110,5,4211.518683274021
705,111,1,4232.7680320569898
705,112,0,3848.0530018761724
705,113,3,4076.865831842576
705,114,2,3962.1528571428571
705,115,3,4001.4474621549421
705,116,2,4109.7992021276596
705,117,1,4083.788
705,118,0,4343.5928571428567
705,119,4,4396.2093333333332
705,120,5,4236.6183035714284
706,1,5,6112.7394636015324
706,2,3,6035.8498217468805
706,3,1,6060.5711627906976
706,4,0,5759.8783422459892
706,5,2,5980.7079252003559
706,6,4,6075.4302103250475
706,7,0,5774.0057829181496
706,8,3,5980.9795191451467
706,9,1,5992.5857418111755
706,10,4,6119.8450578806769
706,11,5,5909.5802113352547
706,12,2,5972.9710854092527
706,13,5,5885.7918894830664
706,14,2,5693.7604817127567
706,15,3,5621.6071111111114
706,16,4,5902.9282531194294
706,17,0,5161.1450754214729
706,18,1,5650.5636120996442
706,19,4,5799.4287622439897
706,20,0,5545.4683720930234
706,21,2,5447.1637010676159
706,22,5,5730.9955476402492
706,23,3,5607.3861209964416
706,24,1,5501.3400000000001
706,25,4,5790.4764234875447
706,26,3,5472.5209634255125
706,27,0,5153.1580357142857
706,28,2,5559.2833629893239
706,29,5,5839.2901069518721
706,30,1,5161.1422836752899
706,31,5,5361.4764234875447
706,32,2,5446.6420302760462
706,33,0,5288.3090990187329
706,34,4,5529.6095280498666
706,35,1,5322.7091474245117
706,36,3,5609.3961675579321
706,37,0,5517.4037433155081
706,38,5,5371.5791814946615
706,39,4,5725.9830508474579
706,40,3,5722.4924174843891
706,41,1,5518.0484875444836
706,42,2,5720.2606951871658
706,43,1,5591.5569395017792
706,44,5,5566.28125
706,45,2,5620.0115761353518
706,46,0,5281.2246891651866
706,47,4,5514.0436331255569
706,48,3,5575.8674377224197
706,49,4,5672.5534759358288
706,50,3,5410.5440783615313
706,51,0,5832.2214795008913
706,52,5,5789.9648263579693
706,53,1,5397.392348754448
706,54,2,5652.8702051739519
706,55,3,5092.1536412078149
706,56,4,5297.6266726137374
706,57,1,5461.3460854092527
706,58,2,5270.0471950133569
706,59,5,5228.0656424581002
706,60,0,5258.0485307212821
706,61,5,5296.598484848485
706,62,4,5718.4256455921641
706,63,0,5484.1953125
706,64,1,5337.4911111111114
706,65,3,5126.8885918003562
706,66,2,5503.447907390917
706,67,4,5586.4387846291329
706,68,1,5126.2386464826359
706,69,2,5470.8233985765128
706,70,5,5771.4369449378328
706,71,0,5030.7866666666669
706,72,3,5163.1480000000001
706,73,5,5249.1928888888888
706,74,4,5323.4589652096347
706,75,3,5602.1000889679717
706,76,0,5441.4016028495098
706,77,2,5572.75
706,78,1,5631.6564444444448
706,79,4,5904.0564444444444
706,80,1,5254.8054318788954
706,81,5,5549.8161175422974
706,82,0,5358.4080357142857
706,83,2,5764.6167557932267
706,84,3,5265.4144542772865
706,85,5,6006.6349065004451
706,86,3,5689.2642602495544
706,87,4,5715.0298573975042
706,88,2,5474.08642578125
706,89,0,5394.9030249110319
706,90,1,5419.4281891168603
706,91,2,5748.2333036509353
706,92,3,5774.57359500446
706,93,1,5426.6364852809993
706,94,0,5453.7685102586975
706,95,5,5691.4528049866431
706,96,4,5646.9968833481744
706,97,5,5766.2287234042551
706,98,2,5673.9857397504456
706,99,4,5707.3802315227067
706,100,0,5451.0728862973765
706,101,1,5753.0017761989338
706,102,3,5842.8395721925135
706,103,4,5706.9879786286729
706,104,3,5946.6165480427044
706,105,0,5735.9350533807828
706,106,1,5755.501334519573
706,107,2,6129.5597680642286
706,108,5,6052.9790365744875
706,109,2,6089.0653914590748
706,110,3,6107.2430988423866
706,111,1,5903.8299198575241
706,112,0,5584.6364852809993
706,113,4,5972.3462657613964
706,114,5,6015.5497335701602
706,115,1,5853.4986666666664
706,116,0,5956.2811387900356
706,117,3,6346.0953654188952
706,118,4,6285.7167707404105
706,119,2,6134.1628010704726
706,120,5,6447.766014234875
707,1,4,5916.1800391389434
707,2,2,5502.0975935828874
707,3,0,5579.8373605947954
707,4,1,5740.7096342551295
707,5,3,5792.5178890876568
707,6,5,5653.0349162011171
707,7,0,5472.450936663693
707,8,1,5555.5881567230635
707,9,2,5286.6528520499105
707,10,4,5494.3695263628242
707,11,3,5697.7606761565839
707,12,5,5481.3426640926637
707,13,3,5448.8343777976725
707,14,1,5430.106060606061
707,15,0,5122.8780053428318
707,16,4,5466.2358581016297
707,17,5,5519.008007117438
707,18,2,5534.8900375939847
707,19,3,5484.6983065953655
707,20,0,5295.22802734375
707,21,1,5580.8678825622774
707,22,2,5367.8355614973261
707,23,4,5481.7178571428567
707,24,5,5678.9033837934103
707,25,0,5193.4380570409985
707,26,5,5437.3500000000004
707,27,3,5567.3397150489764
707,28,1,5325.8226915520627
707,29,4,5896.7040998217471
707,30,2,5751.5151785714288
707,31,0,5311.4407308377895
707,32,2,5780.8226094727434
707,33,5,5484.8217777777782
707,34,1,5524.1921708185055
707,35,3,5738.0173333333332
707,36,4,5822.6660714285717
707,37,3,5777.9683035714288
707,38,2,5416.9345503116656
707,39,5,5381.806422836753
707,40,4,5127.2402843601894
707,41,1,5730.5262455516013
707,42,0,5555.3270944741535
707,43,2,5519.8967052537846
707,44,0,4639.9878048780483
707,45,5,5357.9322638146168
707,46,3,5184.10284951024
707,47,4,5480.5945558739259
707,48,1,5349.6786987522282
707,49,5,5572.635658914729
707,50,4,5681.9025915996426
707,51,0,5119.7868632707778
707,52,3,5061.6606145251399
707,53,1,5543.9732381801959
707,54,2,5813.4442959001781
707,55,4,5788.9248888888887
707,56,5,5134.6327077747992
707,57,1,5305.4036144578313
707,58,3,5404.1041852181652
707,59,2,5227.1965240641712
707,60,0,4782.9090098126671
707,61,1,4768.2585868498527
707,62,5,5422.5370535714283
707,63,4,5229.6436217662804
707,64,0,5187.5998071359691
707,65,2,5481.0667259786478
707,66,3,5278.118409294013
707,67,5,5481.8453976764968
707,68,1,5602.4143621766279
707,69,4,5667.053694581281
707,70,0,5227.9695613249778
707,71,2,5477.1375245579566
707,72,3,5498.7979482604815
707,73,1,5397.0580875781952
707,74,4,5249.7584821428572
707,75,2,5499.8212689901702
707,76,0,5296.7401960784309
707,77,3,5210.5874219446923
707,78,5,5400.0191793041931
707,79,4,5467.6360787824533
707,80,1,5051.1577777777775
707,81,0,5249.1466666666665
707,82,2,5572.289524733269
707,83,3,5527.6607142857147
707,84,5,5734.0453736654808
707,85,1,5475.7762923351156
707,86,4,5647.6241071428567
707,87,5,5753.9726156751649
707,88,3,5390.7891459074735
707,89,0,5476.5810546875
707,90,2,5462.9290811775199
707,91,4,5773.5191964285714
707,92,1,5580.9604444444449
707,93,2,5496.6673151750974
707,94,0,5078.5816235504017
707,95,5,5783.0191111111108
707,96,3,5657.8098842386462
707,97,4,5720.414703110273
707,98,5,6050.6928888888888
707,99,1,5691.1433659839713
707,100,2,6058.8787735849055
707,101,3,5872.7433155080216
707,102,0,5361.8073572120038
707,103,5,5693.9287622439897
707,104,2,5531.4368327402135
707,105,4,5546.8862559241707
707,106,3,5982.3294849023086
707,107,1,5532.3524743230628
707,108,0,5614.219696969697
707,109,1,5735.961198428291
707,110,2,5913.9322638146168
707,111,3,6068.6091800356508
707,112,5,5994.9644249512667
707,113,0,4709.4581105169336
707,114,4,6073.0423351158643
707,115,0,6105.5397890699905
707,116,5,5964.1392121754698
707,117,4,5989.5223214285716
707,118,3,6019.2459485224026
707,119,1,6146.6366071428574
707,120,2,5960.5568888888893
708,1,3,5577.3978805394991
708,2,1,5311.2829768270949
708,3,2,5505.2304270462637
708,4,4,5621.9288256227755
708,5,0,4817.1697860962568
708,6,5,5711.8289473684208
708,7,2,5386.4230427046259
708,8,0,4879.0877114870882
708,9,5,5307.0627224199288
708,10,3,5367.4830985915496
708,11,1,5079.0991992882564
708,12,4,5317.0868983957216
708,13,1,5294.1400535236398
708,14,4,5204.1678539626
708,15,5,5503.1570284697509
708,16,0,4789.136363636364
708,17,2,5415.7560214094556
708,18,3,5059.6162065894923
708,19,1,4996.6924107142859
708,20,4,5179.6599642537976
708,21,2,5098.7256913470119
708,22,3,4683.9741763134462
708,23,5,5291.9190391459078
708,24,0,5111.9759358288766
708,25,2,5301.0597147950093
708,26,1,5339.8974130240858
708,27,4,5229.2944839857655
708,28,5,5429.5453736654808
708,29,0,5072.2158176943703
708,30,3,5039.4672131147545
708,31,0,4695.7918894830664
708,32,3,4892.5459411239963
708,33,5,4806.1201067615657
708,34,4,5038.686567164179
708,35,1,4386.9041889483069
708,36,2,4808.2714285714283
708,37,4,4873.5084369449378
708,38,5,5382.5702775290956
708,39,2,5002.0214285714283
708,40,0,4493.1345811051697
708,41,1,5560.9496161228408
708,42,3,5546.7683363148481
708,43,2,5317.5173796791441
708,44,3,5237.9275634995292
708,45,4,4943.2827248441672
708,46,1,4740.0789473684208
708,47,5,5122.4595195729535
708,48,0,4269.7177777777779
708,49,1,5368.1236607142855
708,50,3,5381.5409252669042
708,51,0,5309.6809269162213
708,52,4,5341.6677046263349
708,53,2,5196.2122557726461
708,54,5,5235.8739946380701
708,55,2,5471.3368983957216
708,56,1,5220.0254237288136
708,57,4,5495.2345679012342
708,58,5,5387.4406779661012
708,59,3,5385.3043672014264
708,60,0,4568.9044444444444
708,61,3,5371.3485714285716
708,62,4,5093.027159394479
708,63,1,5188.955842997324
708,64,2,5389.8812441093305
708,65,5,5272.6008028545939
708,66,0,5157.7376902417191
708,67,2,5288.7835603112844
708,68,4,5218.7277183600709
708,69,3,5312.101158645276
708,70,1,5315.5195903829026
708,71,5,5441.2430988423866
708,72,0,4800.9146459747817
708,73,4,5493.2413178984862
708,74,5,4824.5819964349375
708,75,3,5388.6131351869608
708,76,1,4932.8233719892951
708,77,2,5278.1573529411762
708,78,0,5486.6265597147949
708,79,4,5556.5861607142861
708,80,0,5525.8615241635689
708,81,3,5467.7542372881353
708,82,5,2906.0391807658057
708,83,1,5455.0209634255125
708,84,2,5567.0445632798574
708,85,1,5189.7859054415703
708,87,3,5003.6366197183097
708,88,5,4965.4804096170974
708,89,2,5257.2203918076584
708,90,0,5184.2573463935887
708,91,5,4993.5726381461673
708,92,0,4470.7401785714283
708,93,2,4812.5764872521249
708,94,1,4981.8598214285712
708,95,4,5080.8591800356508
708,96,3,4694.2883244206778
708,97,1,4798.3033006244423
708,98,0,4963.5602678571431
708,99,5,4949.077032136106
708,100,4,4951.3765597147949
708,101,3,4793.0856378233721
708,102,2,5053.4463806970507
708,103,4,5099.7219127205199
708,104,5,4782.5124666073016
708,105,0,4591.3042704626332
708,106,1,5072.1678507992892
708,107,2,4726.363636363636
708,108,3,5047.1786987522282
708,109,2,4741.9500891265598
708,110,0,4769.7911843276934
708,111,4,5160.5640000000003
708,112,3,4936.7355040142729
708,113,5,4912.3467023172907
708,114,1,5354.5338680926916
708,115,4,5082.5361284567352
708,116,0,4783.5709188224801
708,117,5,5004.0749330954504
708,118,3,5082.6500445235979
708,119,2,4924.8983885407342
708,120,1,4937.3941964285714
709,1,4,5081.4927675988429
709,2,3,5012.6810498220639
709,3,1,4832.2047619047617
709,4,2,4697.8487957181087
709,5,5,4626.7883698760725
709,6,0,4299.355743544078
709,7,5,4648.9577777777777
709,8,4,4431.668128654971
709,9,2,4631.0191451469282
709,10,3,4404.6278966131904
709,11,0,4483.1070472792153
709,12,1,4381.8810160427811
709,13,0,4688.1586452762922
709,14,1,4555.1204878048784
709,15,5,4594.836888888889
709,16,4,4721.4057193923145
709,17,2,4525.4884238646482
709,18,3,4683.7284735812136
709,19,1,4501.7179144385027
709,20,5,4600.8603646833017
709,21,0,4628.1984902309059
709,22,2,4837.2521008403364
709,23,3,4627.3948306595366
709,24,4,4728.5998217468805
709,25,5,4716.2664590747327
709,26,2,4643.3662900188328
709,27,4,4763.187889581478
709,28,0,4661.5899143672696
709,29,3,4664.4367201426021
709,30,1,4747.1991978609622
709,31,3,4730.1501782531195
709,32,2,4599.12702188392
709,33,0,4741.1886120996442
709,34,1,4755.0395907473312
709,35,4,4678.41357421875
709,36,5,4804.5734639358861
709,37,4,4751.0191111111108
709,38,0,4674.202057998129
709,39,2,4810.4248220640566
709,40,5,4713.8605313092976
709,41,3,4620.3163992869877
709,42,1,4736.9367764915405
709,43,4,4771.4686940966012
709,45,5,4440.0207351555136
709,46,3,4472.0978682170544
709,47,0,4343.5975935828874
709,48,2,4468.7308718861213
709,49,3,4285.7340733590736
709,50,0,4330.501334519573
709,51,4,4201.1644385026739
709,52,2,4171.6359180035652
709,53,1,4127.570855614973
709,54,5,4313.7804444444446
709,55,2,4183.5222816399291
709,56,0,4375.0592691622105
709,57,1,4155.9915405164738
709,58,5,4236.1121994657169
709,59,4,4097.421714818267
709,60,3,4320.4148082069578
709,61,5,4267.4402319357714
709,62,1,4218.9790552584673
709,63,3,4184.5752448797866
709,64,2,4302.6188780053426
709,65,0,4158.2809991079394
709,66,4,4098.1176470588234
709,67,0,4249.238819320215
709,68,3,4120.7399999999998
709,69,4,4248.2800534283169
709,70,2,4160.7625240847783
709,71,5,4144.6432384341633
709,72,1,4225.1803205699016
709,73,2,4150.4643811219948
709,74,5,4221.9164432529042
709,75,3,4360.8299198575241
709,76,4,4106.3122641509435
709,77,0,4182.8827985739754
709,78,1,4119.2531769305961
709,79,4,4108.3476318141202
709,80,0,4211.6186602870812
709,81,3,4294.4390026714154
709,82,5,4202.7770330652365
709,83,1,4178.1388642413485
709,84,2,4068.678858162355
709,85,3,4204.9492430988421
709,86,4,4227.1003770028274
709,87,0,4221.9830508474579
709,88,2,4270.0169039145903
709,89,5,4284.7754464285717
709,90,1,4120.9665775401072
709,91,4,4204.2384760112891
709,92,3,4316.7662222222225
709,93,0,4269.4577397910734
709,94,5,4266.5632798573979
