panel	column	draw	log_group_sd	coordinate
1: APhTh04, c=0.80	1. CP	85	2.8358622141002	-59.17082732477571
1: APhTh04, c=0.80	1. CP	86	2.664326732501597	-89.03587851525616
1: APhTh04, c=0.80	1. CP	87	2.9159414898995806	-87.90472023303762
1: APhTh04, c=0.80	1. CP	88	2.6517082194812884	-59.61437067264434
1: APhTh04, c=0.80	1. CP	89	2.4867136983536144	-72.26515845574505
1: APhTh04, c=0.80	1. CP	90	2.4993755764163827	-54.30572655437847
1: APhTh04, c=0.80	1. CP	91	2.417992861785024	-53.44184884146002
1: APhTh04, c=0.80	1. CP	92	2.452847997855842	-62.36852290697536
1: APhTh04, c=0.80	1. CP	93	1.6798076756386582	-48.64440521954192
1: APhTh04, c=0.80	1. CP	94	3.29595103256183	-76.43889544629288
1: APhTh04, c=0.80	1. CP	95	2.68720487243028	-59.98878605053278
1: APhTh04, c=0.80	1. CP	96	2.6205605412172677	-66.42231111882045
1: APhTh04, c=0.80	1. CP	97	2.997445094403879	-72.77926947293814
1: APhTh04, c=0.80	1. CP	98	3.0371799501544445	-77.26835465785348
1: APhTh04, c=0.80	1. CP	99	2.7904494081626208	-50.77391227121112
1: APhTh04, c=0.80	1. CP	100	2.1199788184967794	-66.18051733691578
1: APhTh04, c=0.80	1. CP	101	3.5087512440270157	-55.84667509683872
1: APhTh04, c=0.80	1. CP	102	2.6959366041510022	-75.16751675159888
1: APhTh04, c=0.80	1. CP	103	2.8023001403918677	-74.70551566787762
1: APhTh04, c=0.80	1. CP	104	2.630004466246844	-55.49287955739235
1: APhTh04, c=0.80	1. CP	105	2.107045966298917	-50.128184951156776
1: APhTh04, c=0.80	1. CP	106	3.8493753094396927	-49.86128643612682
1: APhTh04, c=0.80	1. CP	107	2.5753038864431597	-74.3225997994916
1: APhTh04, c=0.80	1. CP	108	3.563240926939571	-79.41699964437797
1: APhTh04, c=0.80	1. CP	109	2.4469710417188413	-60.51360870926124
1: APhTh04, c=0.80	1. CP	110	3.5434040628327885	-50.412166325808094
1: APhTh04, c=0.80	1. CP	111	1.7505125785228088	-66.54729183317998
1: APhTh04, c=0.80	1. CP	112	1.6601082776244125	-58.36097446429423
1: APhTh04, c=0.80	1. CP	113	2.20105655603589	-54.447703269669
1: APhTh04, c=0.80	1. CP	114	1.4023531148659405	-50.66314491771975
1: APhTh04, c=0.80	1. CP	115	3.3689322733126996	-74.9181041685647
1: APhTh04, c=0.80	1. CP	116	3.0778720228931826	-65.43609969288757
1: APhTh04, c=0.80	1. CP	117	1.6285523686254701	-57.55410356269801
1: APhTh04, c=0.80	1. CP	118	1.6267614331411562	-60.61572071685202
1: APhTh04, c=0.80	1. CP	119	1.2228957602588202	-49.21737800628091
1: APhTh04, c=0.80	1. CP	120	0.9081635212467485	-43.19300073087389
1: APhTh04, c=0.80	1. CP	121	0.9081635212467485	-43.19300073087389
1: APhTh04, c=0.80	1. CP	122	0.9081635212467485	-43.19300073087389
1: APhTh04, c=0.80	1. CP	123	1.156296720992192	-49.05065181765368
1: APhTh04, c=0.80	1. CP	124	1.419985856188833	-46.98194031876137
1: APhTh04, c=0.80	1. CP	125	1.8758573010269295	-54.85443577948151
1: APhTh04, c=0.80	1. CP	126	1.6865233044105297	-51.561058431465206
1: APhTh04, c=0.80	1. CP	127	1.8864354132044503	-57.52667019129804
1: APhTh04, c=0.80	1. CP	128	2.0487286928758177	-64.53024167623626
1: APhTh04, c=0.80	1. CP	129	3.2979336689874916	-40.27204343337501
1: APhTh04, c=0.80	1. CP	130	3.412575077768197	-38.62077080794886
1: APhTh04, c=0.80	1. CP	131	3.7099610179124523	-123.69935278553665
1: APhTh04, c=0.80	1. CP	132	1.683977389440353	-26.51092960751167
1: APhTh04, c=0.80	1. CP	133	3.271921006815224	-77.71450864484243
1: APhTh04, c=0.80	1. CP	134	3.710440123815382	-84.15710506563616
1: APhTh04, c=0.80	1. CP	135	2.285574785619238	-56.05983235605143
1: APhTh04, c=0.80	1. CP	136	3.1065194450079323	-73.53881245753087
1: APhTh04, c=0.80	1. CP	137	2.664729141537634	-86.1433034290614
1: APhTh04, c=0.80	1. CP	138	2.51501640625596	-46.085959013634756
1: APhTh04, c=0.80	1. CP	139	1.5342498934588056	-52.150030663359466
1: APhTh04, c=0.80	1. CP	140	3.516877010049609	-75.1610766461795
1: APhTh04, c=0.80	1. CP	141	3.02977219817504	-80.88255939862071
1: APhTh04, c=0.80	1. CP	142	2.7060502076449233	-76.74117343392408
1: APhTh04, c=0.80	1. CP	143	2.914452445938776	-73.036699943387
1: APhTh04, c=0.80	1. CP	144	2.4561976517030564	-61.490709658497785
1: APhTh04, c=0.80	1. CP	145	2.1992112987112553	-61.92716260694454
1: APhTh04, c=0.80	1. CP	146	2.638381408624564	-74.8436655405738
1: APhTh04, c=0.80	1. CP	147	1.96551819434802	-59.234477499803205
1: APhTh04, c=0.80	1. CP	148	2.7293144846920887	-58.97102893639998
1: APhTh04, c=0.80	1. CP	149	2.921796154213208	-72.35388347089314
1: APhTh04, c=0.80	1. CP	150	1.2864841135854705	-35.91353212610774
1: APhTh04, c=0.80	1. CP	151	2.326668442743116	-66.45904417265008
1: APhTh04, c=0.80	1. CP	152	2.113293575713294	-55.61383537509673
1: APhTh04, c=0.80	1. CP	153	3.237918110162774	-88.49171394085963
1: APhTh04, c=0.80	1. CP	154	2.7534044246945264	-83.48481793451194
1: APhTh04, c=0.80	1. CP	155	3.4016848792331706	-97.07073972710118
1: APhTh04, c=0.80	1. CP	156	2.477311078623591	-47.11521508708112
1: APhTh04, c=0.80	1. CP	157	2.911204586905834	-86.76774368247578
1: APhTh04, c=0.80	1. CP	158	2.316409066460039	-49.1811934909079
1: APhTh04, c=0.80	1. CP	159	2.3049023676590035	-57.122023972815015
1: APhTh04, c=0.80	1. CP	160	2.87018996527539	-83.09792485051898
1: APhTh04, c=0.80	1. CP	161	2.6616000021826514	-61.86776868455235
1: APhTh04, c=0.80	1. CP	162	3.3364239817829384	-42.2774453374753
1: APhTh04, c=0.80	1. CP	163	2.736007060654258	-52.388075209170964
1: APhTh04, c=0.80	1. CP	164	2.628027600630794	-52.666425211801545
1: APhTh04, c=0.80	1. CP	165	3.396712730894659	-99.87777067114891
1: APhTh04, c=0.80	1. CP	166	2.6609998122807794	-65.83227449228885
1: APhTh04, c=0.80	1. CP	167	2.9601678475039512	-83.32033788039516
1: APhTh04, c=0.80	1. CP	168	3.047496958082022	-91.59056150396091
1: APhTh04, c=0.80	1. CP	169	3.169018719108051	-92.48869256580299
1: APhTh04, c=0.80	1. CP	170	2.428017701040654	-55.09313443817299
1: APhTh04, c=0.80	1. CP	171	1.8239789729796194	-62.24510037256056
1: APhTh04, c=0.80	1. CP	172	2.6667401016006322	-49.77861644689151
1: APhTh04, c=0.80	1. CP	173	2.7442452224778924	-47.558319578449655
1: APhTh04, c=0.80	1. CP	174	2.904275531607902	-50.6423417030523
1: APhTh04, c=0.80	1. CP	175	2.8329968055147794	-102.23798148350119
1: APhTh04, c=0.80	1. CP	176	3.2694678352201305	-71.81519644634946
1: APhTh04, c=0.80	1. CP	177	2.5345409734231104	-75.12237201609429
1: APhTh04, c=0.80	1. CP	178	3.295212111573404	-56.39419631594747
1: APhTh04, c=0.80	1. CP	179	3.6355155627704177	-61.65941610002499
1: APhTh04, c=0.80	1. CP	180	3.091081501032704	-85.12230343171866
1: APhTh04, c=0.80	1. CP	181	3.307450213857053	-61.868212449887636
1: APhTh04, c=0.80	1. CP	182	1.8835853986714048	-59.70144084983258
1: APhTh04, c=0.80	1. CP	183	2.9805088231982033	-81.15884119381381
1: APhTh04, c=0.80	1. CP	184	2.150959047316313	-54.87089078207633
1: APhTh04, c=0.80	1. CP	185	1.7749091771798713	-42.56553285274461
1: APhTh04, c=0.80	1. CP	186	1.526477713008226	-35.92938143541179
1: APhTh04, c=0.80	1. CP	187	1.526477713008226	-35.92938143541179
1: APhTh04, c=0.80	1. CP	188	1.16669956667856	-48.62946135390388
1: APhTh04, c=0.80	1. CP	189	1.16669956667856	-48.62946135390388
1: APhTh04, c=0.80	1. CP	190	1.2971998448202284	-42.22470488116918
1: APhTh04, c=0.80	1. CP	191	1.8001069743413527	-55.51673169524035
1: APhTh04, c=0.80	1. CP	192	2.4289270107062073	-53.89382877662004
1: APhTh04, c=0.80	1. CP	193	3.11748098225836	-97.44278561286492
1: APhTh04, c=0.80	1. CP	194	3.4862890977040024	-107.45902856558179
1: APhTh04, c=0.80	1. CP	195	3.10010876042048	-86.30500183677665
1: APhTh04, c=0.80	1. CP	196	1.8859272853227405	-52.81915236208154
1: APhTh04, c=0.80	1. CP	197	3.1342436079069387	-75.45362727008069
1: APhTh04, c=0.80	1. CP	198	2.5673074180090647	-62.93103600392434
1: APhTh04, c=0.80	1. CP	199	1.3607845369469078	-43.578531391658714
1: APhTh04, c=0.80	1. CP	200	1.3607845369469078	-43.578531391658714
1: APhTh04, c=0.80	1. CP	201	1.5022464871995784	-51.487393365944335
1: APhTh04, c=0.80	1. CP	202	3.3699163814710893	-85.17854394903831
1: APhTh04, c=0.80	1. CP	203	2.3417315546594266	-70.11317222451414
1: APhTh04, c=0.80	1. CP	204	2.6354728023630147	-60.454351641191415
1: APhTh04, c=0.80	1. CP	205	3.018817356704749	-80.48870561063889
1: APhTh04, c=0.80	1. CP	206	2.634266650464631	-62.37884955645357
1: APhTh04, c=0.80	1. CP	207	2.7153870360894525	-56.991284398172496
1: APhTh04, c=0.80	1. CP	208	3.0795492943535385	-84.27700283595682
1: APhTh04, c=0.80	1. CP	209	2.3098778337310444	-42.78810784334431
1: APhTh04, c=0.80	1. CP	210	2.942095557359904	-98.65244471207974
1: APhTh04, c=0.80	1. CP	211	3.024471739857696	-92.65982916074108
1: APhTh04, c=0.80	1. CP	212	2.5292096442375684	-53.47442458610742
1: APhTh04, c=0.80	1. CP	213	2.477693510435608	-67.1676563548091
1: APhTh04, c=0.80	1. CP	214	3.3824789454569038	-84.40101102635977
1: APhTh04, c=0.80	1. CP	215	2.1781549756222573	-70.54325125318749
1: APhTh04, c=0.80	1. CP	216	3.610636686837899	-67.25343472332298
1: APhTh04, c=0.80	1. CP	217	2.2989337150778537	-50.29236342624165
1: APhTh04, c=0.80	1. CP	218	2.517776694624897	-52.929094117499304
1: APhTh04, c=0.80	1. CP	219	3.0236244821395997	-92.83052330522226
1: APhTh04, c=0.80	1. CP	220	2.8977977587904293	-74.84020714905479
1: APhTh04, c=0.80	1. CP	221	2.696678629657254	-72.84348023350205
1: APhTh04, c=0.80	1. CP	222	3.5593026910615473	-90.26866485979117
1: APhTh04, c=0.80	1. CP	223	3.159995670691095	-75.43161292918982
1: APhTh04, c=0.80	1. CP	224	3.513548109290172	-66.42025571925949
1: APhTh04, c=0.80	1. CP	225	3.801120005627102	-91.50737046824523
1: APhTh04, c=0.80	1. CP	226	2.7032222586308254	-86.26107490959272
1: APhTh04, c=0.80	1. CP	227	3.493565002256747	-86.3795935832834
1: APhTh04, c=0.80	1. CP	228	2.49813202902383	-71.56456094829254
1: APhTh04, c=0.80	1. CP	229	2.9209214843932423	-61.158811624243405
1: APhTh04, c=0.80	1. CP	230	2.3910064367149877	-56.7931283051969
1: APhTh04, c=0.80	1. CP	231	1.6616583397564426	-50.92799844587734
1: APhTh04, c=0.80	1. CP	232	3.3750156400485003	-82.04437680864402
1: APhTh04, c=0.80	1. CP	233	2.1187687945125933	-47.90278130969232
1: APhTh04, c=0.80	1. CP	234	2.2506220725943606	-50.59007756277512
1: APhTh04, c=0.80	1. CP	235	3.013242177893751	-94.07653955669413
1: APhTh04, c=0.80	1. CP	236	2.864734255288995	-55.19735842417234
1: APhTh04, c=0.80	1. CP	237	2.0276882117100485	-64.18809666975159
1: APhTh04, c=0.80	1. CP	238	1.6560385196615566	-57.93697030250382
1: APhTh04, c=0.80	1. CP	239	3.572240248157284	-74.73241437266104
1: APhTh04, c=0.80	1. CP	240	1.8386629106969943	-39.18365271384528
1: APhTh04, c=0.80	1. CP	241	2.9210185883799067	-51.746392586996265
1: APhTh04, c=0.80	1. CP	242	2.6776351288728715	-95.24937282142274
1: APhTh04, c=0.80	1. CP	243	2.6028364044396772	-70.07061961403706
1: APhTh04, c=0.80	1. CP	244	1.8869620383244603	-44.76949248863331
1: APhTh04, c=0.80	1. CP	245	2.4017197991344275	-54.49615780125259
1: APhTh04, c=0.80	1. CP	246	2.5051546395009074	-71.73240384096863
1: APhTh04, c=0.80	1. CP	247	2.6339530409655136	-65.1167193953893
1: APhTh04, c=0.80	1. CP	248	2.3835142793488693	-64.74074808229575
1: APhTh04, c=0.80	1. CP	249	2.3660350258014193	-65.82210333400235
1: APhTh04, c=0.80	1. CP	250	3.139146441328613	-78.30877870677276
1: APhTh04, c=0.80	1. CP	251	2.035270928783133	-55.85379880783632
1: APhTh04, c=0.80	1. CP	252	2.470658536028997	-75.08835170653772
1: APhTh04, c=0.80	1. CP	253	2.9523914409133827	-64.19720157318133
1: APhTh04, c=0.80	1. CP	254	2.287064830052962	-63.76705575266807
1: APhTh04, c=0.80	1. CP	255	2.3677686865342134	-54.812387318853645
1: APhTh04, c=0.80	1. CP	256	2.1174707574365925	-58.70517974791345
1: APhTh04, c=0.80	1. CP	257	2.6942406111826878	-60.449611326638326
1: APhTh04, c=0.80	1. CP	258	2.0418713705622658	-60.287530399315855
1: APhTh04, c=0.80	1. CP	259	2.6815189288609447	-63.684837317308464
1: APhTh04, c=0.80	1. CP	260	2.575757054794096	-57.85577849891214
1: APhTh04, c=0.80	1. CP	261	2.1736481058329393	-68.34090532495271
1: APhTh04, c=0.80	1. CP	262	3.3422680289247397	-66.79127844012866
1: APhTh04, c=0.80	1. CP	263	2.657688222631818	-45.18655755856917
1: APhTh04, c=0.80	1. CP	264	2.6059548326796964	-97.86169852155318
1: APhTh04, c=0.80	1. CP	265	3.114869340069429	-71.2769997505897
1: APhTh04, c=0.80	1. CP	266	2.7819559361062236	-67.9881713430063
1: APhTh04, c=0.80	1. CP	267	2.7502902587494735	-84.04296373363097
1: APhTh04, c=0.80	1. CP	268	2.9977092673277093	-90.50476121411336
1: APhTh04, c=0.80	1. CP	269	2.2068067004884995	-52.09331462188586
1: APhTh04, c=0.80	1. CP	270	3.3650620129528375	-109.29113564687164
1: APhTh04, c=0.80	1. CP	271	2.0204800017238393	-39.77999530516901
1: APhTh04, c=0.80	1. CP	272	2.3271430359735885	-63.4316520381903
1: APhTh04, c=0.80	1. CP	273	2.2552933392191963	-46.62759659632161
1: APhTh04, c=0.80	1. CP	274	2.7979478108251348	-51.119143021212956
1: APhTh04, c=0.80	1. CP	275	3.0061309043694364	-81.88551370456042
1: APhTh04, c=0.80	1. CP	276	1.5766274918799235	-48.95593024847226
1: APhTh04, c=0.80	1. CP	277	1.5704948710974322	-47.429616133099415
1: APhTh04, c=0.80	1. CP	278	2.614824518300268	-71.58264237715528
1: APhTh04, c=0.80	1. CP	279	1.9070223870055194	-69.03303594716095
1: APhTh04, c=0.80	1. CP	280	2.241814075510538	-45.35146570651431
1: APhTh04, c=0.80	1. CP	281	2.3770662641582656	-63.40203620569443
1: APhTh04, c=0.80	1. CP	282	1.4517576100459357	-61.071032256109355
1: APhTh04, c=0.80	1. CP	283	2.5296274474049945	-49.569350527634434
1: APhTh04, c=0.80	1. CP	284	3.239188647265486	-73.77463453157843
1: APhTh04, c=0.80	1. CP	285	2.136886511386554	-61.81091106703514
1: APhTh04, c=0.80	1. CP	286	2.8293040322021827	-69.13450521643507
1: APhTh04, c=0.80	1. CP	287	2.6579884106656113	-64.86360190153695
1: APhTh04, c=0.80	1. CP	288	2.5011226791191836	-69.44629841077236
1: APhTh04, c=0.80	1. CP	289	2.727327275898393	-73.58509481732972
1: APhTh04, c=0.80	1. CP	290	1.8630246904902923	-54.170719720845206
1: APhTh04, c=0.80	1. CP	291	1.7468305854214146	-45.179459104435686
1: APhTh04, c=0.80	1. CP	292	2.054787092103705	-64.85260426603068
1: APhTh04, c=0.80	1. CP	293	2.414248535497789	-48.59029749789219
1: APhTh04, c=0.80	1. CP	294	2.5708107865156955	-74.64905479585863
1: APhTh04, c=0.80	1. CP	295	1.5250463692063598	-44.385928043777774
1: APhTh04, c=0.80	1. CP	296	1.8909407609228168	-57.48949621547621
1: APhTh04, c=0.80	1. CP	297	1.720439756522827	-55.48266607346828
1: APhTh04, c=0.80	1. CP	298	2.2240608128951114	-48.82924077723231
1: APhTh04, c=0.80	1. CP	299	2.6559107412989817	-79.48765305047351
1: APhTh04, c=0.80	1. CP	300	2.645577216147947	-62.98263084362268
1: APhTh04, c=0.80	1. CP	301	3.062649351526297	-82.0496879752485
1: APhTh04, c=0.80	1. CP	302	1.8798281048641885	-45.123072015136614
1: APhTh04, c=0.80	1. CP	303	1.7138414607974735	-53.521944252548415
1: APhTh04, c=0.80	1. CP	304	2.816390875308346	-58.931939820613096
1: APhTh04, c=0.80	1. CP	305	2.08596546966537	-56.15477234563503
1: APhTh04, c=0.80	1. CP	306	1.7308842179322772	-59.16851210322587
1: APhTh04, c=0.80	1. CP	307	1.7694706773360809	-43.66572305392859
1: APhTh04, c=0.80	1. CP	308	1.2948906369632547	-48.919042893868806
1: APhTh04, c=0.80	1. CP	309	1.6819309193837961	-39.29859989089723
1: APhTh04, c=0.80	1. CP	310	2.029664130237383	-61.94933225484554
1: APhTh04, c=0.80	1. CP	311	1.8807598659784697	-50.298099661620114
1: APhTh04, c=0.80	1. CP	312	1.2243810646218374	-53.0194229751553
1: APhTh04, c=0.80	1. CP	313	0.8747745412697794	-48.043814889330946
1: APhTh04, c=0.80	1. CP	314	0.920276142009316	-53.2833195982144
1: APhTh04, c=0.80	1. CP	315	0.9140909185653796	-56.077284036149884
1: APhTh04, c=0.80	1. CP	316	1.0389219440226096	-42.36725402064824
1: APhTh04, c=0.80	1. CP	317	1.0389219440226096	-42.36725402064824
1: APhTh04, c=0.80	1. CP	318	1.0389219440226096	-42.36725402064824
1: APhTh04, c=0.80	1. CP	319	1.0389219440226096	-42.36725402064824
1: APhTh04, c=0.80	1. CP	320	2.535293703045596	-77.30829568366546
1: APhTh04, c=0.80	1. CP	321	3.5284147547477716	-99.04410870600536
1: APhTh04, c=0.80	1. CP	322	2.876990496754245	-53.13443575699219
1: APhTh04, c=0.80	1. CP	323	1.9298356426058025	-65.4555604872703
1: APhTh04, c=0.80	1. CP	324	1.9219042042186927	-54.624995358982154
1: APhTh04, c=0.80	1. CP	325	2.551352172340185	-67.2552105220052
1: APhTh04, c=0.80	1. CP	326	2.011055679575081	-44.64623913713284
1: APhTh04, c=0.80	1. CP	327	1.9104910230208738	-55.53403350309898
1: APhTh04, c=0.80	1. CP	328	1.6266835735198952	-49.85676370409898
1: APhTh04, c=0.80	1. CP	329	0.8385603537178589	-52.947234974046495
1: APhTh04, c=0.80	1. CP	330	0.8385603537178589	-52.947234974046495
1: APhTh04, c=0.80	1. CP	331	0.879203760111035	-51.71781807218368
1: APhTh04, c=0.80	1. CP	332	0.879203760111035	-51.71781807218368
1: APhTh04, c=0.80	1. CP	333	0.879203760111035	-51.71781807218368
1: APhTh04, c=0.80	1. CP	334	0.879203760111035	-51.71781807218368
1: APhTh04, c=0.80	1. CP	335	0.879203760111035	-51.71781807218368
1: APhTh04, c=0.80	1. CP	336	0.879203760111035	-51.71781807218368
1: APhTh04, c=0.80	1. CP	337	0.879203760111035	-51.71781807218368
1: APhTh04, c=0.80	1. CP	338	0.9970478635274653	-41.14139649213179
1: APhTh04, c=0.80	1. CP	339	0.9970478635274653	-41.14139649213179
1: APhTh04, c=0.80	1. CP	340	0.9970478635274653	-41.14139649213179
1: APhTh04, c=0.80	1. CP	341	0.9230179691977858	-46.78914874729279
1: APhTh04, c=0.80	1. CP	342	0.9230179691977858	-46.78914874729279
1: APhTh04, c=0.80	1. CP	343	2.2543499595489727	-54.883363313151314
1: APhTh04, c=0.80	1. CP	344	1.813176667414451	-56.73317779303686
1: APhTh04, c=0.80	1. CP	345	2.9302325956882656	-68.58858706936728
1: APhTh04, c=0.80	1. CP	346	2.6616464203052552	-75.08416532412976
1: APhTh04, c=0.80	1. CP	347	2.9874483617517624	-64.23159460916675
1: APhTh04, c=0.80	1. CP	348	3.4541813451578305	-85.07989918769513
1: APhTh04, c=0.80	1. CP	349	2.1989614693477426	-71.84051016694029
1: APhTh04, c=0.80	1. CP	350	1.8679000255643161	-59.6759730330538
1: APhTh04, c=0.80	1. CP	351	2.986693190752987	-85.38246526801436
1: APhTh04, c=0.80	1. CP	352	1.8903202031159938	-63.77495322551941
1: APhTh04, c=0.80	1. CP	353	1.5942050330146738	-61.39736274549689
1: APhTh04, c=0.80	1. CP	354	1.3407268124351632	-51.73315500381385
1: APhTh04, c=0.80	1. CP	355	1.3504644878437029	-50.797458842534205
1: APhTh04, c=0.80	1. CP	356	1.3504644878437029	-50.797458842534205
1: APhTh04, c=0.80	1. CP	357	1.4781382267125798	-42.97395255195229
1: APhTh04, c=0.80	1. CP	358	1.0132342050956016	-46.76921889337695
1: APhTh04, c=0.80	1. CP	359	1.0132342050956016	-46.76921889337695
1: APhTh04, c=0.80	1. CP	360	1.0132342050956016	-46.76921889337695
1: APhTh04, c=0.80	1. CP	361	1.3490739822237934	-52.031565771841734
